,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4
,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4
0,0.18856397,0.2006761,0.21278822,0.22490034,0.23701246,0.18437518,0.19648731,0.20859943,0.22071154,0.23282367,0.18018639,0.19229852,0.20441064,0.21652275,0.22863488,0.17599759,0.18810971,0.20022184,0.21233395,0.22444607,0.1718088,0.18392092,0.19603305,0.20814516,0.22025728
1,-0.13262853,-0.120176606,-0.10772468,-0.09527275,-0.082820825,-0.13547574,-0.12302381,-0.11057188,-0.09811995,-0.08566803,-0.13832293,-0.125871,-0.113419086,-0.100967154,-0.08851523,-0.14117014,-0.12871823,-0.116266295,-0.10381436,-0.09136244,-0.14401735,-0.13156542,-0.1191135,-0.106661566,-0.09420964
2,0.3578163,0.37271196,0.3876076,0.40250328,0.41739893,0.3550991,0.36999476,0.3848904,0.39978608,0.41468173,0.3523819,0.36727756,0.3821732,0.3970689,0.41196454,0.34966472,0.36456037,0.379456,0.3943517,0.40924734,0.34694752,0.36184317,0.37673882,0.3916345,0.40653014
3,0.13846245,0.15041947,0.16237651,0.17433353,0.18629056,0.13517025,0.14712727,0.1590843,0.17104132,0.18299836,0.13187806,0.14383508,0.15579212,0.16774914,0.17970617,0.12858586,0.14054288,0.15249991,0.16445693,0.17641397,0.12529367,0.13725069,0.14920773,0.16116475,0.17312178
4,-0.008417439,0.0007719295,0.009961298,0.019150665,0.028340034,-0.0153992195,-0.006209851,0.002979517,0.012168885,0.021358253,-0.022380998,-0.01319163,-0.0040022624,0.005187106,0.014376474,-0.02936278,-0.02017341,-0.010984043,-0.001794674,0.007394694,-0.036344558,-0.02715519,-0.017965822,-0.008776454,0.00041291397
5,-0.22655724,-0.21474244,-0.20292762,-0.19111282,-0.179298,-0.23000866,-0.21819386,-0.20637904,-0.19456424,-0.18274942,-0.23346008,-0.22164528,-0.20983046,-0.19801566,-0.18620084,-0.23691152,-0.22509672,-0.2132819,-0.2014671,-0.18965228,-0.24036294,-0.22854814,-0.21673332,-0.20491852,-0.1931037
6,-0.1520825,-0.14374651,-0.13541052,-0.12707451,-0.11873852,-0.15251946,-0.14418347,-0.13584748,-0.12751147,-0.11917548,-0.15295643,-0.14462043,-0.13628444,-0.12794843,-0.11961244,-0.15339339,-0.1450574,-0.1367214,-0.1283854,-0.1200494,-0.15383035,-0.14549436,-0.13715836,-0.12882236,-0.120486364
7,-0.048386276,-0.041755393,-0.035124507,-0.028493622,-0.021862738,-0.049343783,-0.0427129,-0.036082014,-0.02945113,-0.022820245,-0.05030129,-0.04367041,-0.037039522,-0.030408638,-0.023777753,-0.051258802,-0.04462792,-0.037997033,-0.03136615,-0.024735264,-0.05221631,-0.045585427,-0.03895454,-0.03232366,-0.025692772
