,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4
,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4
0,0.18856397,0.2006761,0.21278822,0.22490034,0.23701246,0.18437518,0.19648731,0.20859942,0.22071156,0.23282367,0.18018639,0.19229852,0.20441064,0.21652275,0.22863488,0.17599759,0.18810971,0.20022184,0.21233395,0.22444607,0.1718088,0.18392092,0.19603303,0.20814517,0.22025728
1,-0.13262856,-0.12017662,-0.10772468,-0.09527275,-0.08282081,-0.13547575,-0.12302382,-0.11057188,-0.09811995,-0.08566801,-0.13832296,-0.12587102,-0.113419086,-0.100967154,-0.088515215,-0.14117017,-0.12871823,-0.116266295,-0.10381436,-0.091362424,-0.14401737,-0.13156544,-0.1191135,-0.106661566,-0.09420963
2,0.35781628,0.37271196,0.3876076,0.40250328,0.41739893,0.35509908,0.36999476,0.3848904,0.39978608,0.41468173,0.35238189,0.36727756,0.3821732,0.3970689,0.41196454,0.3496647,0.36456037,0.379456,0.3943517,0.40924734,0.3469475,0.36184317,0.37673882,0.3916345,0.40653014
3,0.13846245,0.15041947,0.16237651,0.17433353,0.18629056,0.13517025,0.14712727,0.1590843,0.17104132,0.18299836,0.13187806,0.14383508,0.15579212,0.16774914,0.17970617,0.12858586,0.14054288,0.15249991,0.16445693,0.17641397,0.12529367,0.13725069,0.14920773,0.16116475,0.17312178
4,-0.008417411,0.0007719463,0.009961303,0.01915066,0.028340016,-0.0153991915,-0.006209834,0.0029795226,0.01216888,0.021358237,-0.02238097,-0.013191613,-0.004002257,0.0051871003,0.014376457,-0.02936275,-0.020173393,-0.010984037,-0.0017946796,0.007394677,-0.03634453,-0.027155172,-0.017965816,-0.00877646,0.0004128972
5,-0.22655722,-0.21474242,-0.20292762,-0.19111282,-0.17929801,-0.23000865,-0.21819384,-0.20637904,-0.19456424,-0.18274944,-0.23346007,-0.22164527,-0.20983046,-0.19801566,-0.18620086,-0.2369115,-0.2250967,-0.2132819,-0.2014671,-0.1896523,-0.24036293,-0.22854812,-0.21673332,-0.20491852,-0.19310372
6,-0.1520825,-0.14374651,-0.13541052,-0.12707451,-0.11873852,-0.15251946,-0.14418347,-0.13584748,-0.12751147,-0.11917548,-0.15295643,-0.14462043,-0.13628444,-0.12794843,-0.11961244,-0.15339339,-0.1450574,-0.1367214,-0.1283854,-0.1200494,-0.15383035,-0.14549436,-0.13715836,-0.12882236,-0.120486364
7,-0.04838629,-0.0417554,-0.03512451,-0.02849362,-0.02186273,-0.0493438,-0.04271291,-0.03608202,-0.029451128,-0.022820238,-0.050301306,-0.043670416,-0.037039526,-0.030408636,-0.023777746,-0.051258817,-0.044627927,-0.037997037,-0.031366147,-0.024735257,-0.052216325,-0.045585435,-0.038954545,-0.032323655,-0.025692765
