,epoch0_participant0,epoch1_participant0,epoch2_participant0,epoch3_participant0,epoch4_participant0,epoch5_participant0,epoch6_participant0,epoch7_participant0,epoch8_participant0,epoch9_participant0,epoch10_participant0
54,0.17447044,0.36723015,0.38980708,0.4088356,0.41522375,0.41568953,0.40811482,0.39901075,0.38930282,0.38935652,0.37834355
55,-0.15472004,0.01154274,-0.015128268,-0.04020896,-0.059996467,-0.06961315,-0.07757801,-0.09003796,-0.103088245,-0.122466214,-0.13244112
56,-0.08027861,0.06450886,0.087461986,0.10553583,0.10215334,0.09851569,0.084049985,0.07700273,0.075675726,0.07876673,0.084046565
57,0.10457425,0.1048955,0.12380766,0.13997377,0.14754547,0.15784276,0.16590777,0.16855423,0.16895677,0.17994188,0.18398063
58,-0.18388753,-0.20499852,-0.2372877,-0.26758057,-0.29734445,-0.32431275,-0.3437098,-0.36374563,-0.38063893,-0.38942802,-0.39369613
59,-0.15783216,-0.14372398,-0.09867227,-0.053617794,-0.032019295,-0.017727561,-0.0028673287,0.010281842,0.018780395,0.045497023,0.06495744
60,-0.18776716,-0.27756217,-0.31393132,-0.33229104,-0.34516364,-0.34329376,-0.34284428,-0.34323362,-0.33900627,-0.3402123,-0.33852157
61,-0.047840655,-0.13860002,-0.1613065,-0.17624807,-0.19555505,-0.20744568,-0.21504462,-0.22513121,-0.2244722,-0.22062014,-0.21386515
62,0.1624419,0.16503894,0.2744785,0.34004495,0.38414013,0.41407228,0.44067356,0.4570468,0.46585533,0.48832065,0.49544013
63,0.028293625,0.045575798,0.00045101118,-0.0058623855,-0.00588926,-0.0012519776,-0.0003378249,-0.0022306393,0.0036090713,0.0068400702,0.002283277
64,0.12836708,0.14404687,0.059185248,0.015271001,-0.0052859145,-0.011879256,-0.012500924,-0.019127801,-0.017637977,-0.035977088,-0.04301122
65,0.08629136,0.104414284,0.076534,0.06755329,0.056809273,0.051188968,0.042437762,0.039406486,0.049570654,0.04985027,0.055605747
66,-0.03641443,-0.117586374,-0.123834535,-0.11580658,-0.10625807,-0.09502448,-0.08429181,-0.08040205,-0.07351376,-0.06673807,-0.06417275
67,0.15963785,0.06927009,0.021217134,-0.012726147,-0.03936935,-0.06715914,-0.08359272,-0.101823136,-0.11172251,-0.12568836,-0.13258378
68,-0.041643426,-0.09373208,-0.06825699,-0.04061258,-0.026955744,-0.02192382,-0.006281948,0.007212125,0.019137848,0.03681381,0.05170455
69,-0.18522371,-0.29586595,-0.330603,-0.34560364,-0.34718677,-0.34619382,-0.34650505,-0.34856004,-0.34943923,-0.35991976,-0.3646482
70,-0.0617152,-0.1732067,-0.1911518,-0.19841532,-0.20676734,-0.22097848,-0.22717728,-0.23767911,-0.23833129,-0.24225976,-0.24099651
71,-0.120081045,-0.14571548,-0.034977112,0.02977598,0.07482707,0.096482985,0.124834545,0.14279054,0.15521222,0.17203274,0.17835964
72,-0.111725815,-0.096792124,-0.15098737,-0.15215373,-0.15336563,-0.1578505,-0.15826924,-0.1535977,-0.14273857,-0.13395879,-0.13617836
73,0.14857538,0.17998686,0.11205875,0.09086191,0.083236404,0.08347436,0.088498406,0.093174934,0.101248115,0.09994792,0.09884467
74,-0.07787419,-0.033573277,-0.04314371,-0.043549486,-0.049876973,-0.053692754,-0.06666422,-0.07255355,-0.07607845,-0.07101036,-0.070201054
75,-0.09805555,-0.116283394,-0.118982725,-0.1079923,-0.101860136,-0.09809967,-0.091792285,-0.08497114,-0.07787204,-0.07179677,-0.07291347
76,-0.0662252,-0.084481284,-0.1082792,-0.12124478,-0.13393377,-0.14871798,-0.15789983,-0.1655111,-0.17230877,-0.17943428,-0.18535556
77,-0.0010442138,0.01765612,0.06475736,0.09769876,0.1096029,0.114493884,0.12092345,0.12666158,0.12120445,0.13218017,0.13850245
78,0.027334884,-0.0049603228,-0.026974352,-0.03985379,-0.04399343,-0.045508377,-0.047776986,-0.048992526,-0.049369376,-0.057450585,-0.062461164
79,-0.14891286,-0.17755434,-0.17605668,-0.17456949,-0.17620726,-0.18154334,-0.18190542,-0.18653554,-0.19008255,-0.19098252,-0.18880887
80,0.1664714,0.21731932,0.33397788,0.39145106,0.42326817,0.43725446,0.4530367,0.45475227,0.44416183,0.44799858,0.4450626
81,-0.014974728,-0.0130202435,-0.005095501,0.008080548,0.014335839,0.011717939,0.014269195,0.019464191,0.024918718,0.037251983,0.033673037
82,0.043259174,0.068520434,0.071473844,0.09141363,0.104976155,0.10969153,0.11915892,0.13060622,0.14074191,0.15581104,0.16149811
83,0.08419512,0.07670041,0.06364999,0.07875456,0.09392565,0.097359784,0.10072536,0.10447442,0.10596624,0.10596862,0.11260749
84,0.10916014,0.09957827,0.10020376,0.10895746,0.12607232,0.14159557,0.15047698,0.15861635,0.15609033,0.1590421,0.15956911
85,0.15277107,0.1400708,0.12357533,0.12384882,0.12672639,0.12624979,0.12079787,0.11648774,0.11085708,0.10924505,0.11279024
86,-0.10993853,-0.11159291,-0.11623082,-0.10810627,-0.10060411,-0.09765635,-0.10321322,-0.105601475,-0.11030115,-0.11464382,-0.10558107
87,-0.15845676,-0.22219336,-0.2556134,-0.26188943,-0.2432295,-0.22657014,-0.22343051,-0.21918575,-0.22249494,-0.2249315,-0.22749211
88,-0.083327696,-0.12141493,-0.15254635,-0.16176088,-0.15148517,-0.14747518,-0.15394156,-0.1650653,-0.17252427,-0.17510888,-0.17450348
89,-0.07085254,-0.12933782,-0.16409464,-0.1711292,-0.17327905,-0.17379467,-0.18269259,-0.19006014,-0.1958475,-0.1917811,-0.18670869
90,0.12223576,0.14263734,0.14420956,0.13836722,0.119208045,0.095256574,0.08824324,0.0864126,0.07965463,0.08203672,0.07087591
91,-0.15072432,-0.09903722,-0.095746085,-0.08792862,-0.09775667,-0.108851284,-0.10549249,-0.09652617,-0.09199179,-0.0806586,-0.08064302
92,-0.018087074,-0.0011735433,-0.0092267655,-0.0025286968,-0.0116031775,-0.025111873,-0.033544153,-0.03901987,-0.05211716,-0.061279748,-0.07010584
93,-0.11177649,-0.10018198,-0.1042267,-0.11384136,-0.11649421,-0.11545708,-0.10961848,-0.09834544,-0.10299093,-0.0993669,-0.09970198
94,0.1381837,0.15925205,0.1453073,0.1358066,0.12205335,0.11262975,0.10559626,0.10685928,0.10123509,0.10173032,0.10316504
95,0.05167879,0.085249476,0.09213662,0.094148494,0.08875011,0.08488854,0.07645038,0.07734025,0.06850842,0.06395085,0.06578277
96,0.16362222,0.12471472,0.096941486,0.0803275,0.08503476,0.093528666,0.099363245,0.113422826,0.114661135,0.12609564,0.12994203
97,0.06739204,0.07005616,0.055976797,0.04612007,0.046891246,0.049062375,0.046179138,0.043278705,0.03975488,0.04605993,0.049306557
98,-0.11189095,-0.1218792,-0.13110659,-0.135464,-0.14513013,-0.1494876,-0.1586497,-0.16228926,-0.17389844,-0.16890955,-0.16752318
99,0.11995019,0.18323638,0.19641408,0.18762305,0.17908226,0.16343671,0.15526178,0.14792725,0.14175437,0.13834834,0.12704232
100,0.049478754,0.15202181,0.16609196,0.16805463,0.1626345,0.16044593,0.16230021,0.166309,0.17208967,0.17952348,0.18039046
101,0.12681101,0.17557427,0.16245176,0.15401712,0.14025728,0.13090165,0.118749306,0.10765429,0.097503595,0.08763609,0.07912616
102,0.11968197,0.17616017,0.18893255,0.17794622,0.18614994,0.19632095,0.20520203,0.21787573,0.21933715,0.22081499,0.22198176
103,-0.059106186,0.01478711,0.016941931,0.0050157686,-0.0013481736,0.0010959188,-0.0030426974,0.00027070078,0.0027549905,0.002185757,0.005446571
104,-0.035792023,0.034085456,0.04513087,0.038699098,0.033896223,0.037980933,0.030245353,0.029385747,0.030781193,0.029576303,0.035536252
105,0.16000228,0.15691236,0.14919338,0.14058498,0.15529226,0.1740408,0.1839401,0.19858152,0.20526423,0.21792342,0.22435267
106,-0.17558013,-0.12637609,-0.118117325,-0.11810302,-0.10840244,-0.09370545,-0.094699174,-0.099954315,-0.10125337,-0.098209895,-0.09714468
107,0.15998416,0.17615743,0.17808615,0.17625454,0.16621593,0.16311009,0.14640415,0.13198215,0.120237865,0.11908304,0.114373595
108,0.034214333,0.080589876,0.070043385,0.048565242,0.02550622,0.008172295,-0.0023727876,-0.0037241466,-0.00979946,-0.014843928,-0.017208997
109,0.041043177,0.00029699446,-0.012787658,-0.03627252,-0.06278076,-0.08098667,-0.09423516,-0.101881854,-0.11387196,-0.12065246,-0.12586421
110,0.14877321,0.11426984,0.14750363,0.1743973,0.20792556,0.23929885,0.26152042,0.2842907,0.29731947,0.30823082,0.31827483
111,-0.0741834,0.06509042,0.093989916,0.10452379,0.10406195,0.10168824,0.10375005,0.10989562,0.11510769,0.12323567,0.12979622
112,0.027561769,0.014695119,0.013752682,0.00093065196,-0.019695641,-0.036401294,-0.05280111,-0.07071464,-0.08690581,-0.09356912,-0.102256574
113,-0.1915961,-0.2587189,-0.24378827,-0.23283201,-0.22235289,-0.2099045,-0.20465975,-0.19941552,-0.19802722,-0.19381398,-0.19038506
114,0.15587808,0.24431308,0.2603599,0.26969394,0.27107874,0.2729994,0.2782366,0.28713313,0.2932431,0.29551715,0.2954584
115,0.018122956,-0.021952728,-0.02444266,-0.03013806,-0.038222995,-0.04250852,-0.048663683,-0.053725492,-0.056741,-0.05792429,-0.05704887
116,-0.012947708,-0.14407022,-0.15801705,-0.16582298,-0.16608213,-0.16259755,-0.16588558,-0.16107433,-0.16307361,-0.16760124,-0.1688916
117,0.009350061,0.07082617,0.07796655,0.079880275,0.08099675,0.085241765,0.0891605,0.09531854,0.09203879,0.08793906,0.08825531
118,-0.11446227,-0.18313512,-0.20575161,-0.22217506,-0.24121583,-0.2528302,-0.26280734,-0.27151197,-0.28527138,-0.2936313,-0.2981635
119,-0.116282456,-0.19832207,-0.18909991,-0.17001359,-0.14330211,-0.11548904,-0.094225205,-0.07302791,-0.059906475,-0.048915442,-0.038262762
120,0.11074199,0.282045,0.32340905,0.35201785,0.37505275,0.39649895,0.41517642,0.43057492,0.44065636,0.45378044,0.46424982
121,-0.10396741,-0.14560965,-0.16437788,-0.18000844,-0.19795983,-0.2097965,-0.22224657,-0.23879744,-0.25472507,-0.2600907,-0.26958677
122,0.035030857,-0.08347621,-0.101411656,-0.10964765,-0.11414423,-0.10970986,-0.10691431,-0.10261916,-0.10101706,-0.09487305,-0.093959644
123,0.18559651,0.3248857,0.34794822,0.3685162,0.38913938,0.41099685,0.42941418,0.44638616,0.45474768,0.46026662,0.46028906
124,-0.093472324,-0.14107169,-0.1620681,-0.17328554,-0.18024963,-0.1796497,-0.1813596,-0.183977,-0.18835972,-0.18913673,-0.19043408
125,-0.10144867,-0.25897294,-0.30115324,-0.32584688,-0.33833987,-0.3387958,-0.34295464,-0.33830047,-0.33981004,-0.34153822,-0.3453888
126,0.023208722,0.09208405,0.10187833,0.102764994,0.109222606,0.110563986,0.10873729,0.11116462,0.10743908,0.105567284,0.10995423
127,-0.0088632405,-0.058192685,-0.07669995,-0.09519843,-0.10884321,-0.123652145,-0.13694295,-0.1454574,-0.15535498,-0.1612082,-0.1618252
128,0.055091277,-0.012789863,-0.0069618993,-0.0029617369,0.015021007,0.029316034,0.03639386,0.048533965,0.05670867,0.06091581,0.06653549
129,0.108568266,0.28411686,0.3274638,0.35117534,0.3713088,0.38228506,0.3845464,0.38802397,0.38923824,0.3954404,0.4013265
130,-0.14749627,-0.17302601,-0.18562594,-0.20199578,-0.21815202,-0.23493001,-0.25681466,-0.27662092,-0.2936698,-0.30116472,-0.31139588
131,0.0031059384,-0.09674675,-0.11090394,-0.127746,-0.13809878,-0.1426958,-0.15374553,-0.15681516,-0.15950051,-0.15978065,-0.16302232
132,0.06660335,0.25605625,0.30429175,0.3342588,0.36005569,0.37533402,0.382557,0.39354047,0.39795572,0.40070346,0.4017934
133,0.10648058,0.10152799,0.1082925,0.110843696,0.112910606,0.1101937,0.1009481,0.0969157,0.092874415,0.09232343,0.09344098
134,-0.13655666,-0.24690208,-0.26523206,-0.28383952,-0.2948085,-0.30230558,-0.31794947,-0.31865093,-0.32246533,-0.32674918,-0.32945043
135,-0.116024956,-0.15065137,-0.15787189,-0.15994966,-0.16488482,-0.16505432,-0.15674731,-0.14926782,-0.14084058,-0.12829815,-0.12176911
136,-0.15621814,-0.18033929,-0.22039331,-0.24431802,-0.2700287,-0.28900576,-0.2962978,-0.30878207,-0.3178522,-0.32250077,-0.3318713
137,-0.03867966,-0.030771345,-0.032250978,-0.035427038,-0.0397553,-0.04198027,-0.0393469,-0.04295947,-0.04041081,-0.035091583,-0.03832835
138,-0.031084701,-0.0075734486,0.00026852847,-0.007836487,-0.01902823,-0.031142505,-0.04398674,-0.052689288,-0.066365965,-0.073475935,-0.0838674
139,0.023036197,0.07849491,0.11018008,0.1281576,0.14192857,0.15187201,0.16610296,0.17288211,0.1816224,0.19059148,0.19867131
140,0.14737903,0.1834123,0.2474721,0.28799534,0.31150573,0.32494813,0.3368257,0.34086487,0.35174313,0.36153603,0.3671095
141,-0.06690918,-0.109915525,-0.079287656,-0.06327262,-0.047865104,-0.04068644,-0.03954034,-0.037748784,-0.043166146,-0.045815464,-0.047491588
142,0.17189549,0.11854686,0.14272964,0.16058426,0.1782712,0.19491713,0.20897557,0.21668164,0.22456582,0.23246184,0.24147172
143,-0.067789786,-0.3183843,-0.36067998,-0.3828157,-0.3947094,-0.4022622,-0.41027185,-0.4212603,-0.43010208,-0.44025007,-0.44653362
144,-0.18669963,-0.18555312,-0.20570675,-0.21344912,-0.21773407,-0.21861698,-0.21446472,-0.20980118,-0.19988829,-0.18808617,-0.17697878
145,0.1776077,0.18213665,0.12432671,0.09487549,0.07134228,0.052976005,0.042975686,0.028092189,0.020879542,0.015775329,0.011676013
146,0.12775956,0.16712058,0.14469816,0.12902656,0.12169714,0.11701461,0.11430685,0.105994225,0.10805534,0.10834298,0.10697769
147,0.16085492,0.24436176,0.23832434,0.2306887,0.22228368,0.21394174,0.20210198,0.19609536,0.18780632,0.18151031,0.17545891
148,0.100015506,0.2142106,0.23220485,0.250794,0.26865748,0.28245804,0.29703504,0.30456883,0.31755307,0.326896,0.33924958
149,0.14189254,0.24042861,0.28803754,0.32351896,0.34820715,0.36501434,0.37608624,0.3802734,0.39430943,0.4022236,0.40983757
150,0.04917881,0.05269343,0.045816574,0.050911,0.0604537,0.06677219,0.06503044,0.065270066,0.061589994,0.053836565,0.047460064
151,0.07820578,0.07311052,0.05780941,0.06241098,0.07129076,0.083940424,0.09081423,0.09352306,0.09933305,0.100828834,0.105498016
152,-0.17222913,-0.3655419,-0.4408665,-0.4765868,-0.49729928,-0.5097329,-0.52707446,-0.54403573,-0.5566581,-0.5756293,-0.5879925
153,0.092868045,0.06301883,0.06541759,0.06613212,0.06365188,0.06321873,0.06260725,0.062455863,0.06447563,0.06937635,0.0734314
154,0.03361319,-0.02652323,-0.069933124,-0.09424184,-0.11818033,-0.14006095,-0.15725335,-0.1754605,-0.19110712,-0.20140278,-0.21344037
155,0.07523002,0.050570864,0.03910705,0.02799703,0.019320188,0.008718474,-0.0010389161,-0.010603105,-0.017574886,-0.025300516,-0.034510233
156,-0.011023968,0.037256405,0.051002547,0.05092033,0.044122856,0.039604075,0.030344058,0.024531545,0.014946857,0.009666773,0.0055703702
157,-0.06982243,-0.009397165,0.016859168,0.03768485,0.049917594,0.059178744,0.06976655,0.074631944,0.07930261,0.08490454,0.09126654
158,0.0026898086,0.07101997,0.13000885,0.1710627,0.19318564,0.2075664,0.22077529,0.22981289,0.23920465,0.24475509,0.25066417
159,-0.15372792,-0.14753802,-0.13397716,-0.12395037,-0.11351478,-0.10179294,-0.09379548,-0.08763456,-0.08639386,-0.082613006,-0.07507962
160,-0.032531798,-0.03279988,-0.026694642,-0.012518165,-0.0024966819,0.012394061,0.02587981,0.03314957,0.039137684,0.048090212,0.05896008
161,-0.16652912,-0.28094134,-0.31399575,-0.32606542,-0.33564723,-0.3390975,-0.3411288,-0.3458766,-0.353199,-0.36275792,-0.3661175
162,-0.17530352,-0.24244578,-0.2573566,-0.2790697,-0.30136502,-0.32321432,-0.34594238,-0.35648963,-0.36864987,-0.36790714,-0.35724765
163,0.18941931,0.11777726,0.100583665,0.07812037,0.05128529,0.025790857,-0.00019718397,-0.020359533,-0.04151225,-0.056941047,-0.06431686
164,0.10605614,0.017958596,0.01675554,0.009796991,0.0018942773,3.600726e-07,-0.001739814,-0.0026097563,-0.010908884,-0.012404166,-0.014946749
165,-0.0425656,-0.10358389,-0.10846248,-0.09636024,-0.07106563,-0.0519714,-0.034419168,-0.012646897,-0.0040889843,0.011689172,0.029670432
166,0.019824266,-0.031186327,-0.028551416,-0.0240832,-0.012626417,-0.012780477,-0.00055126665,0.013211509,0.010914807,0.008459377,0.015693653
167,-0.030249387,-0.14009218,-0.13901256,-0.14155585,-0.1476012,-0.15495299,-0.14581233,-0.13267171,-0.13212831,-0.1292142,-0.12447842
168,-0.05005455,0.011304823,0.071170665,0.13965215,0.19479784,0.23666877,0.2580828,0.26615903,0.27230543,0.27692607,0.2811023
169,-0.15092406,-0.12544625,-0.07641854,-0.021571102,0.020242902,0.046257295,0.06988385,0.077787496,0.08409321,0.08450406,0.08328095
170,-0.002108723,0.008576466,0.07437544,0.11938663,0.15082608,0.16480227,0.19305837,0.20069937,0.20174928,0.21433502,0.21635298
171,-0.1465852,-0.15738405,-0.17945462,-0.20907323,-0.22202279,-0.22940241,-0.2435413,-0.24910368,-0.25326595,-0.24980551,-0.24829152
172,-0.1397875,-0.17304535,-0.19657378,-0.22152819,-0.23545983,-0.24204807,-0.2571787,-0.26819125,-0.27703887,-0.28437442,-0.2885414
173,-0.18510357,-0.2504195,-0.26829472,-0.28096873,-0.2784937,-0.264852,-0.25819707,-0.2539678,-0.24972053,-0.24315597,-0.24234335
174,-0.070071995,-0.040154353,-0.045113023,-0.040794186,-0.012863506,0.011114509,0.027223444,0.045400005,0.060866423,0.07738014,0.09042812
175,-0.11232457,-0.08586605,-0.08378344,-0.08305224,-0.06906967,-0.06428396,-0.05875508,-0.051798526,-0.048877668,-0.048113514,-0.039712176
176,-0.020829901,-0.07205628,-0.08474059,-0.095552795,-0.10099592,-0.10743442,-0.11028317,-0.11162222,-0.11322027,-0.11722349,-0.121455975
177,-0.14345317,0.008501713,0.044367608,0.08083475,0.1137408,0.13597956,0.14344141,0.13840862,0.1417338,0.14270878,0.1435183
178,0.18675019,0.29494798,0.31906134,0.3469925,0.36613122,0.37082663,0.37464958,0.367229,0.36920866,0.36662686,0.36369187
179,-0.021225423,0.046872973,0.06768891,0.07892775,0.0840655,0.07430479,0.077498704,0.06523326,0.05617948,0.05554916,0.04600571
180,0.13962124,0.1392256,0.111399226,0.07328551,0.043858513,0.025351139,-0.001736485,-0.012391779,-0.029409263,-0.038043573,-0.057900928
181,0.008216575,-0.022389919,-0.056348987,-0.08966,-0.11745401,-0.1342352,-0.16077532,-0.17196752,-0.18758203,-0.19942385,-0.21687654
182,-0.018208027,-0.085609555,-0.120625086,-0.14131121,-0.15053162,-0.1457655,-0.14225206,-0.13034876,-0.12305624,-0.11392067,-0.11626455
183,0.1490313,0.20691381,0.20500508,0.19358948,0.19254987,0.1994203,0.19241907,0.20905592,0.21525645,0.22389522,0.2249163
184,-0.13627048,-0.089291155,-0.08782895,-0.09855689,-0.10325979,-0.106599405,-0.11549182,-0.10023936,-0.095873,-0.09317789,-0.08935038
185,0.1656196,0.12955888,0.11096791,0.09217765,0.07721174,0.07102266,0.06697828,0.08255522,0.09612002,0.1038499,0.10685997
