,0,1
0,-22.404720472632118,13.372780937438822
1,-22.424044231243748,13.342134602890543
2,-22.452452114671555,13.34594097752267
3,-22.42077881762002,13.343121765875884
4,-21.511546288997753,11.837155466902084
5,-21.53087006606593,11.806509154843516
6,-21.559277948094795,11.810315537655498
7,-21.527604652350966,11.807496307008721
8,-21.23660750648527,11.298087123019975
9,-21.255931285114006,11.267440820916008
10,-21.284339169844998,11.271247168798892
11,-21.252665878854472,11.268427941684871
12,-20.909751716903344,10.661921565859364
13,-20.929075526260046,10.631275215269492
14,-20.95748335330389,10.635081596291608
15,-20.925810069115084,10.632262382522772
16,-20.5604773487617,9.963624325642561
17,-20.579801151314765,9.93297796174614
18,-20.60820902922531,9.936784367555175
19,-20.57653573453617,9.933965146171891
20,-20.201772389147692,9.228836685708211
21,-20.221096195484805,9.198190349991354
22,-20.249504027555144,9.201996731974386
23,-20.217830763067088,9.199177519653428
24,-19.833107545856087,8.458410844990583
25,-19.85243134454332,8.42776452710924
26,-19.88083921024636,8.431570899067225
27,-19.84916588840549,8.428751697801466
28,-19.44573963600153,7.630845866638701
29,-19.465063459292672,7.600199573559177
30,-19.493471298901984,7.604005955994283
31,-19.461798012779337,7.601186707788
32,-19.082423907742278,6.821669421212111
33,-19.10174771606499,6.791023077487755
34,-19.130155547298585,6.7948294728611565
35,-19.0984822631243,6.792010235073555
36,-18.709693325380375,5.984201402693774
37,-18.729017138130853,5.953555058394869
38,-18.757424967079356,5.957361450000972
39,-18.72575164255847,5.954542227408564
40,-18.342590441151025,5.133247046315779
41,-18.361914218430243,5.102600730089754
42,-18.390322086676058,5.106407091364923
43,-18.358648783019483,5.103587878235463
44,-17.993016184012145,4.3054170617785745
45,-18.012340002138345,4.274770739734363
46,-18.040747857427988,4.2785771096872205
47,-18.00907455058937,4.2757579075487895
48,-17.659745033628287,3.4952176377451063
49,-17.679068833507657,3.4645713315815363
50,-17.707476692718092,3.4683776788928857
51,-17.675803404017476,3.4655584827208843
52,-17.334105475891455,2.680138781159687
53,-17.35342929017023,2.649492475826983
54,-17.381837142058657,2.6532988146235152
55,-17.35016386450579,2.650479620958662
56,-17.016362071255177,1.8625672137355676
57,-17.03568589190693,1.831920874942443
58,-17.064093733962487,1.8357272262697475
59,-17.032420448662904,1.8329080402779776
60,-16.72003037693215,1.07780500823254
61,-16.739354190673144,1.047158695370365
62,-16.76776202575991,1.050965046403388
63,-16.736088753897672,1.0481458449617786
64,-16.444399985033808,0.3258809227632121
65,-16.463723817271433,0.2952345946067303
66,-16.492131634407414,0.2990409457325229
67,-16.460458378484365,0.29622175588401806
68,-16.185440333794116,-0.40252153602879737
69,-16.20476413843567,-0.43316785539048835
70,-16.233171961707562,-0.4293615084771339
71,-16.201498700892525,-0.43218072430111754
72,-15.950418275523056,-1.080330684922383
73,-15.969742082088,-1.1109770049748628
74,-15.998149899778811,-1.1071706449962095
75,-15.96647663303282,-1.1099898635887837
76,-15.74512216020935,-1.6774688508654934
77,-15.764445957831871,-1.7081151802482173
78,-15.792853772068433,-1.704308824157669
79,-15.761180507782479,-1.7071280419560024
80,-15.572420147946374,-2.1719070414014596
81,-15.59174394084606,-2.20255338002023
82,-15.620151765465959,-2.1987470258618997
83,-15.588478503933748,-2.2015662285282747
84,-15.431856207105442,-2.5402458074620906
85,-15.451180017863667,-2.5708921229074724
86,-15.479587838283816,-2.5670857724259677
87,-15.447914564825522,-2.5699049625069437
88,-15.310588311974003,-2.815178850571261
89,-15.329912098205051,-2.8458251760312874
90,-15.358319927067429,-2.8420188307179632
91,-15.32664668797786,-2.8448380163990703
92,-15.200016791230226,-3.0442051755317414
93,-15.219340598462553,-3.0748515038946844
94,-15.247748410154456,-3.0710451489893766
95,-15.21607516519226,-3.0738643406722432
96,-15.09664961580961,-3.2475222496748977
97,-15.115973421287535,-3.2781685461036774
98,-15.144381232705882,-3.274362210901814
99,-15.112707970110815,-3.277181385696271
100,-15.000574553037314,-3.4146353107658745
101,-15.019898388531754,-3.445281620742362
102,-15.048306197746857,-3.4414752743701125
103,-15.016632938098674,-3.4442944862420406
104,-14.911856746892349,-3.5390771451118033
105,-14.931180564379753,-3.5697234545362706
106,-14.959588380798095,-3.565917113628588
107,-14.927915110440384,-3.568736297985829
108,-14.832452786786243,-3.631088147931457
109,-14.851776599398699,-3.6617344684190845
110,-14.880184421898965,-3.6579281166284847
111,-14.848511138641856,-3.660747304686491
112,-14.755875245016561,-3.7037090085756237
113,-14.775199048677086,-3.7343553024285994
114,-14.803606861514874,-3.7305489760110646
115,-14.771933606116715,-3.7333681718089684
116,-14.6804908252966,-3.764243264235839
117,-14.69981465574785,-3.7948895814227073
118,-14.728222454882461,-3.791083237801094
119,-14.696549204648493,-3.7939024415522486
120,-14.603323212802618,-3.8186176783359578
121,-14.622647033389251,-3.8492639867709775
122,-14.65105485854296,-3.8454576428977973
123,-14.619381582155016,-3.8482768497683866
124,-14.52572190679177,-3.8668718396136534
125,-14.545045737755931,-3.897518131102608
126,-14.573453560584236,-3.893711776171048
127,-14.541780294842058,-3.896530998777184
128,-14.447163648958163,-3.9107628712284783
129,-14.466487476711672,-3.9414091769978157
130,-14.494895297235201,-3.9376028157718093
131,-14.46322203744889,-3.940422033452474
132,-14.364821544513788,-3.955124686162184
133,-14.38414534975154,-3.9857709846315887
134,-14.412553165014241,-3.981964635574117
135,-14.380879901539474,-3.9847838500687516
136,-14.27896406029536,-3.9994341037689343
137,-14.298287876712413,-4.030080408055225
138,-14.326695699672854,-4.026274048056923
139,-14.295022405943389,-4.029093232167005
140,-14.189529279292357,-4.038099911777244
141,-14.208853096065365,-4.068746215477031
142,-14.23726090348058,-4.0649398625242315
143,-14.205587647555982,-4.067759061980337
144,-14.093145708191999,-4.077255667576038
145,-14.112469496877583,-4.107901950691765
146,-14.140877330514073,-4.104095578399272
147,-14.109204073719315,-4.106914790280198
148,-13.992060225550334,-4.106687901788263
149,-14.011384064819746,-4.137334213417659
150,-14.039791885665657,-4.133527843108718
151,-14.00811861527354,-4.136347036767712
152,-13.878151270039622,-4.153469632297544
153,-13.8974750750379,-4.18411592582298
154,-13.925882918888965,-4.180309552554285
155,-13.894209651787383,-4.183128747828651
156,-13.759555990945657,-4.179149372474513
157,-13.778879807228206,-4.209795672463714
158,-13.807287623512165,-4.205989300244047
159,-13.77561438445331,-4.208808503166162
160,-13.628929338485658,-4.2189810861737636
161,-13.648253135451439,-4.249627392328807
162,-13.676661002570173,-4.245821026550283
163,-13.644987719215964,-4.248640238026782
164,-13.49220126079487,-4.241893301428528
165,-13.511525079889168,-4.272539607038746
166,-13.539932912810839,-4.268733230790659
167,-13.508259651841144,-4.271552432516641
168,-13.342183946755204,-4.276742030141752
169,-13.361507754755515,-4.307388319118117
170,-13.38991559308819,-4.303581952104968
171,-13.35824232766547,-4.3064011522159635
