,alpha,beta,loss,x,y
44,-0.3,-0.3,0.00284403216062492,"tensor(-0.4404, grad_fn=<MulBackward0>)","tensor(0.3173, grad_fn=<MulBackward0>)"
45,-0.3,0.0,0.0016704516361249042,"tensor(-0.5055, grad_fn=<MulBackward0>)","tensor(0.3748, grad_fn=<MulBackward0>)"
46,-0.3,0.3,0.0016047539623977357,"tensor(-0.5023, grad_fn=<MulBackward0>)","tensor(0.3676, grad_fn=<MulBackward0>)"
47,-0.3,0.6,0.0018251699599422708,"tensor(-0.4803, grad_fn=<MulBackward0>)","tensor(0.3457, grad_fn=<MulBackward0>)"
48,-0.3,0.8999999999999999,0.0024661790740565684,"tensor(-0.4580, grad_fn=<MulBackward0>)","tensor(0.3255, grad_fn=<MulBackward0>)"
49,-0.3,1.2,0.003444262721146083,"tensor(-0.4393, grad_fn=<MulBackward0>)","tensor(0.3093, grad_fn=<MulBackward0>)"
50,0.0,-1.5,0.10648616690635682,"tensor(0.0378, grad_fn=<MulBackward0>)","tensor(-0.0610, grad_fn=<MulBackward0>)"
51,0.0,-1.2,0.059967099022865296,"tensor(-0.0313, grad_fn=<MulBackward0>)","tensor(-0.0208, grad_fn=<MulBackward0>)"
52,0.0,-0.8999999999999999,0.05826399607658386,"tensor(-0.1374, grad_fn=<MulBackward0>)","tensor(0.0493, grad_fn=<MulBackward0>)"
53,0.0,-0.6,0.03845168778896332,"tensor(-0.2800, grad_fn=<MulBackward0>)","tensor(0.1560, grad_fn=<MulBackward0>)"
54,0.0,-0.3,0.0026827914112247525,"tensor(-0.4058, grad_fn=<MulBackward0>)","tensor(0.2661, grad_fn=<MulBackward0>)"
55,0.0,0.0,0.0009918674043085049,"tensor(-0.4763, grad_fn=<MulBackward0>)","tensor(0.3338, grad_fn=<MulBackward0>)"
56,0.0,0.3,0.0011008487171333698,"tensor(-0.4978, grad_fn=<MulBackward0>)","tensor(0.3547, grad_fn=<MulBackward0>)"
57,0.0,0.6,0.001307559070239654,"tensor(-0.4935, grad_fn=<MulBackward0>)","tensor(0.3506, grad_fn=<MulBackward0>)"
58,0.0,0.8999999999999999,0.0016378903713747917,"tensor(-0.4799, grad_fn=<MulBackward0>)","tensor(0.3384, grad_fn=<MulBackward0>)"
59,0.0,1.2,0.0021091470560918196,"tensor(-0.4646, grad_fn=<MulBackward0>)","tensor(0.3251, grad_fn=<MulBackward0>)"
60,0.3,-1.5,0.06623149356842041,"tensor(-0.0207, grad_fn=<MulBackward0>)","tensor(-0.0429, grad_fn=<MulBackward0>)"
61,0.3,-1.2,0.05051784493923187,"tensor(-0.0914, grad_fn=<MulBackward0>)","tensor(0.0005, grad_fn=<MulBackward0>)"
62,0.3,-0.8999999999999999,0.06292426581382751,"tensor(-0.1839, grad_fn=<MulBackward0>)","tensor(0.0662, grad_fn=<MulBackward0>)"
63,0.3,-0.6,0.04519381234645844,"tensor(-0.2894, grad_fn=<MulBackward0>)","tensor(0.1519, grad_fn=<MulBackward0>)"
64,0.3,-0.3,0.009214987149834633,"tensor(-0.3839, grad_fn=<MulBackward0>)","tensor(0.2376, grad_fn=<MulBackward0>)"
65,0.3,0.0,0.0016077545867767184,"tensor(-0.4484, grad_fn=<MulBackward0>)","tensor(0.3004, grad_fn=<MulBackward0>)"
66,0.3,0.3,0.0010978485247513162,"tensor(-0.4808, grad_fn=<MulBackward0>)","tensor(0.3329, grad_fn=<MulBackward0>)"
67,0.3,0.6,0.0012213420646617124,"tensor(-0.4900, grad_fn=<MulBackward0>)","tensor(0.3427, grad_fn=<MulBackward0>)"
68,0.3,0.8999999999999999,0.0014541350060499098,"tensor(-0.4866, grad_fn=<MulBackward0>)","tensor(0.3402, grad_fn=<MulBackward0>)"
69,0.3,1.2,0.0017899993998376886,"tensor(-0.4775, grad_fn=<MulBackward0>)","tensor(0.3325, grad_fn=<MulBackward0>)"
70,0.6,-1.5,0.05322361609935761,"tensor(-0.0681, grad_fn=<MulBackward0>)","tensor(-0.0229, grad_fn=<MulBackward0>)"
71,0.6,-1.2,0.055582112550735474,"tensor(-0.1345, grad_fn=<MulBackward0>)","tensor(0.0214, grad_fn=<MulBackward0>)"
72,0.6,-0.8999999999999999,0.06455448722839355,"tensor(-0.2127, grad_fn=<MulBackward0>)","tensor(0.0810, grad_fn=<MulBackward0>)"
73,0.6,-0.6,0.04917986030578613,"tensor(-0.2954, grad_fn=<MulBackward0>)","tensor(0.1513, grad_fn=<MulBackward0>)"
74,0.6,-0.3,0.021396794772148134,"tensor(-0.3702, grad_fn=<MulBackward0>)","tensor(0.2206, grad_fn=<MulBackward0>)"
75,0.6,0.0,0.00565906835347414,"tensor(-0.4270, grad_fn=<MulBackward0>)","tensor(0.2761, grad_fn=<MulBackward0>)"
76,0.6,0.3,0.0021685716949403286,"tensor(-0.4624, grad_fn=<MulBackward0>)","tensor(0.3117, grad_fn=<MulBackward0>)"
77,0.6,0.6,0.0016151148123200983,"tensor(-0.4796, grad_fn=<MulBackward0>)","tensor(0.3295, grad_fn=<MulBackward0>)"
78,0.6,0.8999999999999999,0.0016174320595804602,"tensor(-0.4843, grad_fn=<MulBackward0>)","tensor(0.3350, grad_fn=<MulBackward0>)"
79,0.6,1.2,0.0017950676039523387,"tensor(-0.4816, grad_fn=<MulBackward0>)","tensor(0.3333, grad_fn=<MulBackward0>)"
80,0.8999999999999999,-1.5,0.05327593743801117,"tensor(-0.1051, grad_fn=<MulBackward0>)","tensor(-0.0039, grad_fn=<MulBackward0>)"
81,0.8999999999999999,-1.2,0.06117342946529388,"tensor(-0.1652, grad_fn=<MulBackward0>)","tensor(0.0392, grad_fn=<MulBackward0>)"
82,0.8999999999999999,-0.8999999999999999,0.06742367780208587,"tensor(-0.2317, grad_fn=<MulBackward0>)","tensor(0.0924, grad_fn=<MulBackward0>)"
83,0.8999999999999999,-0.6,0.05309901542663574,"tensor(-0.2994, grad_fn=<MulBackward0>)","tensor(0.1517, grad_fn=<MulBackward0>)"
84,0.8999999999999999,-0.3,0.03171419188976288,"tensor(-0.3611, grad_fn=<MulBackward0>)","tensor(0.2095, grad_fn=<MulBackward0>)"
85,0.8999999999999999,0.0,0.01422984523177147,"tensor(-0.4109, grad_fn=<MulBackward0>)","tensor(0.2582, grad_fn=<MulBackward0>)"
86,0.8999999999999999,0.3,0.005891770681738853,"tensor(-0.4460, grad_fn=<MulBackward0>)","tensor(0.2936, grad_fn=<MulBackward0>)"
87,0.8999999999999999,0.6,0.0032191817270591856,"tensor(-0.4672, grad_fn=<MulBackward0>)","tensor(0.3153, grad_fn=<MulBackward0>)"
88,0.8999999999999999,0.8999999999999999,0.0024297030175570397,"tensor(-0.4775, grad_fn=<MulBackward0>)","tensor(0.3263, grad_fn=<MulBackward0>)"
89,0.8999999999999999,1.2,0.002253889124211855,"tensor(-0.4801, grad_fn=<MulBackward0>)","tensor(0.3296, grad_fn=<MulBackward0>)"
90,1.2,-1.5,0.05604977350234985,"tensor(-0.1339, grad_fn=<MulBackward0>)","tensor(0.0131, grad_fn=<MulBackward0>)"
91,1.2,-1.2,0.06557423071861267,"tensor(-0.1877, grad_fn=<MulBackward0>)","tensor(0.0538, grad_fn=<MulBackward0>)"
92,1.2,-0.8999999999999999,0.0687906379699707,"tensor(-0.2450, grad_fn=<MulBackward0>)","tensor(0.1013, grad_fn=<MulBackward0>)"
93,1.2,-0.6,0.055746774291992186,"tensor(-0.3022, grad_fn=<MulBackward0>)","tensor(0.1522, grad_fn=<MulBackward0>)"
94,1.2,-0.3,0.03824310179948807,"tensor(-0.3546, grad_fn=<MulBackward0>)","tensor(0.2017, grad_fn=<MulBackward0>)"
95,1.2,0.0,0.023714923238754272,"tensor(-0.3987, grad_fn=<MulBackward0>)","tensor(0.2449, grad_fn=<MulBackward0>)"
96,1.2,0.3,0.012554425868391991,"tensor(-0.4322, grad_fn=<MulBackward0>)","tensor(0.2785, grad_fn=<MulBackward0>)"
97,1.2,0.6,0.0069462871119379994,"tensor(-0.4551, grad_fn=<MulBackward0>)","tensor(0.3019, grad_fn=<MulBackward0>)"
98,1.2,0.8999999999999999,0.0045520719554275274,"tensor(-0.4688, grad_fn=<MulBackward0>)","tensor(0.3162, grad_fn=<MulBackward0>)"
99,1.2,1.2,0.0035472479248419403,"tensor(-0.4754, grad_fn=<MulBackward0>)","tensor(0.3235, grad_fn=<MulBackward0>)"
