,0,1
0,-2.4868280617605856,-3.083664955384605
1,-2.479214125980186,-2.864313434785695
2,-2.473181426463183,-2.6431832067637497
3,-2.468757766727806,-2.420534916635091
4,-2.465965188055249,-2.1966397759221192
5,-2.4648206297708724,-1.9717793621161592
6,-2.465332295333359,-1.7462462986421325
7,-2.4674989711118123,-1.5203380729975529
8,-2.471313647014875,-1.2943564278653859
9,-2.4767709450576727,-1.0686074348440755
10,-2.4838497489441367,-0.8433958507357803
11,-2.492516703984384,-0.6190254835021172
12,-2.502749533529224,-0.3957961928962696
13,-2.5145013205581908,-0.17400093243170797
14,-2.527729919420176,0.04607464832083104
15,-2.542384302444332,0.2641560997854821
16,-2.558408876996449,0.4799810044206557
17,-2.575747903729876,0.6932967530786462
18,-2.5943331740041984,0.9038723822987783
19,-2.61409907734583,1.1114890288183166
20,-2.6349793042847662,1.315943670709343
21,-2.6569005369397325,1.5170541859660451
22,-2.679794347507841,1.7146514609052141
23,-2.70358157888022,1.9085958675811934
24,-2.728193566249585,2.0987544895637438
25,-2.753558677567038,2.2850162140102883
26,-2.7796028143734146,2.467292696971619
27,-2.806260478400133,2.6455030540671034
28,-2.8334585494859685,2.819596930181151
29,-2.861134305992407,2.989527435018403
30,-2.2870195622694274,-3.075046986494443
31,-2.2789901188406327,-2.8572915865986013
32,-2.2726011006972855,-2.6377869533370157
33,-2.267878538815114,-2.4167902462959923
34,-2.2648474535956633,-2.194564508178105
35,-2.263521621284553,-1.97138783638037
36,-2.2639165725794115,-1.7475424195623945
37,-2.266029071699016,-1.52332113696124
38,-2.269855759635216,-1.2990177314787923
39,-2.275385971572687,-1.0749314521301898
40,-2.2825987278765774,-0.8513605380074277
41,-2.291473474323959,-0.6286014584747999
42,-2.301969861417565,-0.40694731282645397
43,-2.314053953105686,-0.18668490755096617
44,-2.3276785515926783,0.03190606513369081
45,-2.342797129128198,0.24855544980830013
46,-2.3593491903597146,0.4630052349749435
47,-2.3772769525979345,0.6750100904698089
48,-2.3965156219097428,0.8843387385886925
49,-2.4169945841221794,1.0907773619106484
50,-2.438649050265292,1.2941230815128668
51,-2.461399423160106,1.4941996216626574
52,-2.48517767340869,1.6908372679153976
53,-2.5099054037397,1.883893775383921
54,-2.5355117011546144,2.07323599247115
55,-2.561916090617618,2.2587600038449103
56,-2.589052608290199,2.440363730100717
57,-2.6168420681772844,2.6179794188487118
58,-2.64521627162256,2.791544508560422
59,-2.674111274800354,2.9610079661294035
60,-2.091435243708893,-3.0660050579287357
61,-2.0830236929532266,-2.849894586595655
62,-2.0763032291012755,-2.6320689113320026
63,-2.0712968224020227,-2.4127801509391498
64,-2.068035834498148,-2.192283733841757
65,-2.066542316749688,-1.9708463289067222
66,-2.0668167127793016,-1.7487500262625384
67,-2.0688701575895734,-1.5262763936667227
68,-2.0726972585095105,-1.3037128002210858
69,-2.0782815687378515,-1.08135196750755
70,-2.0856127189584956,-0.8594834290841259
71,-2.0946613798994598,-0.6383975700732996
72,-2.105399129943333,-0.4183819760858822
73,-2.1177794467738,-0.19971514795963163
74,-2.13176482721536,0.017326982089591297
75,-2.1472973374442423,0.2324830826576009
76,-2.164326827018734,0.44549750538016497
77,-2.182793055778403,0.6561281525628492
78,-2.202623534537969,0.8641518416359211
79,-2.223758487641521,1.0693510586733734
80,-2.2461147920562334,1.2715366639319505
81,-2.2696276707513094,1.4705230461069894
82,-2.294224743459482,1.666143512887157
83,-2.3198174517443393,1.8582634095268096
84,-2.3463418825373856,2.046742361544608
85,-2.3737142992507008,2.231476465376798
86,-2.4018623063385456,2.412367911719653
87,-2.4307114268983607,2.5893386744963123
88,-2.460186194813369,2.7623310817418893
89,-2.490219003226827,2.9312946945661693
90,-1.9001647425613326,-3.056565908892952
91,-1.8913982697937475,-2.8421501925857666
92,-1.88435978729158,-2.6260579892090976
93,-1.8790944585505631,-2.408525550534055
94,-1.8756219330808082,-2.1898064277890463
95,-1.8739555393682914,-1.970166908932175
96,-1.8741219452266238,-1.7498707862128164
97,-1.8761129236370773,-1.5291992121246059
98,-1.8799263197127178,-1.3084317381563468
99,-1.8855580616398826,-1.0878514709465097
100,-1.8929871274880798,-0.8677424543607695
101,-1.9021875038751779,-0.6483880919952543
102,-1.9131307814798744,-0.430067334288404
103,-1.9257761809516962,-0.21305446806352069
104,-1.9400773882797773,0.0023828894655694628
105,-1.9559863427901296,0.21598614678282646
106,-1.9734408039341387,0.4275085694297175
107,-1.9923885671001724,0.6367107109742026
108,-2.012759278684033,0.8433710490090348
109,-2.0344801926894207,1.0472819203402486
110,-2.057482432468003,1.2482479667501334
111,-2.0816952964601056,1.446088368722288
112,-2.1070351079053333,1.6406457029975474
113,-2.133427757841441,1.8317730241723398
114,-2.1607975589947497,2.019339360441462
115,-2.189061227787795,2.2032385134070007
116,-2.218146600660345,2.383370278208538
117,-2.247976613095676,2.5596558349114216
118,-2.278471723245533,2.7320381877650455
119,-2.3095647325728224,2.9004621999688065
120,-1.7132781227399065,-3.046760320588765
121,-1.7041782419053297,-2.8340859335037476
122,-1.6968561204648793,-2.6197663660482275
123,-1.6913420869619085,-2.4040386743491413
124,-1.68766797866701,-2.1871467018892994
125,-1.685849578754985,-1.969347134912376
126,-1.6858998862925982,-1.7509033737118054
127,-1.6878269780300275,-1.5320838733980142
128,-1.691623542466918,-1.3131619813823974
129,-1.6972890058683932,-1.0944137240158882
130,-1.7047969476469602,-0.8761160167373563
131,-1.7141276661159848,-0.6585445914014194
132,-1.7252468249059552,-0.4419717926741704
133,-1.7381185299197994,-0.2266649703899519
134,-1.752699172605424,-0.012886141640446935
135,-1.7689374819858903,0.19911266132662725
136,-1.7867762641467035,0.4090879698596347
137,-1.8061529784759742,0.6168091471094151
138,-1.8270021202008773,0.8220568137205222
139,-1.8492590162989313,1.0246220603939773
140,-1.872843560550083,1.22431829476473
141,-1.8976844799786627,1.4209668789417564
142,-1.9237023685812222,1.6144090774418975
143,-1.950822398374114,1.80449782875169
144,-1.9789633266529467,1.9911066023076711
145,-2.008045142416091,2.174124682209649
146,-2.037991955244692,2.353453454273871
147,-2.0687251800923123,2.5290132018418596
148,-2.1001658434741675,2.70074215342259
