,epoch0_participant0,epoch1_participant0,epoch2_participant0,epoch3_participant0,epoch4_participant0,epoch5_participant0,epoch6_participant0,epoch7_participant0,epoch8_participant0,epoch9_participant0,epoch10_participant0,epoch11_participant0,epoch12_participant0,epoch13_participant0,epoch14_participant0,epoch15_participant0,epoch16_participant0,epoch17_participant0,epoch18_participant0,epoch19_participant0,epoch20_participant0
25,0.000112560396,0.023717877,0.030088035,0.032019343,0.027216721,0.029731823,0.060818084,0.068085015,0.07995482,0.09730995,0.11090194,0.11993015,0.12113136,0.16644567,0.16149715,0.18040349,0.20884788,0.21444853,0.21313883,0.23083396,0.21234767
26,0.01966069,0.24510552,0.31844458,0.36587745,0.38143915,0.3913165,0.39807218,0.40168446,0.41396484,0.41848546,0.40657532,0.39487946,0.36869088,0.3754265,0.34777975,0.34203392,0.36012864,0.36155143,0.36784455,0.35151234,0.3436688
27,0.0097615,0.43981418,0.47717714,0.500222,0.5082695,0.51379764,0.5118013,0.5142467,0.5080363,0.5102286,0.51436555,0.53434914,0.5240245,0.51772803,0.5069392,0.50228107,0.49249986,0.49155036,0.47636396,0.45615017,0.4628709
28,0.020378891,0.51341516,0.55497825,0.5710243,0.5678913,0.5463041,0.5392636,0.53012997,0.5149655,0.5097124,0.49208492,0.48011422,0.45714837,0.4581809,0.45538345,0.4524778,0.45247674,0.43510726,0.41271427,0.39000368,0.4114805
29,-0.0037669688,0.39478257,0.41949806,0.41373524,0.40260854,0.40207013,0.4162208,0.412294,0.40422174,0.404573,0.40210086,0.41711545,0.4308912,0.4373621,0.43824875,0.42718711,0.4250505,0.4386861,0.44187123,0.4549919,0.4766085
30,0.028877964,0.1311819,0.15600035,0.19301613,0.23744099,0.2712413,0.30780682,0.33526084,0.342738,0.3538567,0.34817284,0.34606165,0.3383789,0.32800126,0.3303171,0.31091064,0.30473608,0.2996016,0.29727456,0.30653268,0.30788824
31,-0.008817026,0.050576176,0.03780144,0.05578022,0.080300406,0.081506945,0.102568865,0.11634354,0.12736993,0.14618097,0.1539489,0.15077296,0.14197406,0.16461118,0.17403339,0.16727059,0.17498063,0.16914788,0.16695769,0.17754067,0.20234948
32,0.027689997,0.18101922,0.20255017,0.20711753,0.2001736,0.18869065,0.19802022,0.19644107,0.1935798,0.17907645,0.15265375,0.14504083,0.114305295,0.095511355,0.07236617,0.053113546,0.04093538,0.040997148,0.02773399,0.0324279,0.022804279
33,0.001799807,-0.23452723,-0.2737095,-0.27819434,-0.2750781,-0.29074883,-0.30019683,-0.31748542,-0.34195143,-0.35107097,-0.35250342,-0.3517543,-0.35962525,-0.36901867,-0.36900407,-0.38553134,-0.37957028,-0.37134722,-0.38991478,-0.36881936,-0.36508986
34,-0.009173489,-0.35552898,-0.44580436,-0.50771785,-0.55774635,-0.6015594,-0.619461,-0.6374568,-0.6457701,-0.64515877,-0.6419104,-0.64536417,-0.64780587,-0.6328233,-0.62868875,-0.6072272,-0.5866267,-0.57236964,-0.57657003,-0.56697774,-0.559512
35,-0.013011138,-0.6726761,-0.7109757,-0.7223463,-0.73068917,-0.72958267,-0.70485175,-0.69007206,-0.66564834,-0.6489873,-0.6427821,-0.60987204,-0.60775274,-0.59897214,-0.58456546,-0.5597411,-0.54232895,-0.51731074,-0.51359075,-0.49822,-0.49782428
36,-0.012506616,-0.26530737,-0.26357216,-0.25303864,-0.22626568,-0.21092461,-0.1923599,-0.1862241,-0.18706512,-0.19356126,-0.2068334,-0.20610073,-0.21432313,-0.22443415,-0.22563462,-0.23346649,-0.23325323,-0.24657302,-0.25184208,-0.23274767,-0.23652007
37,-0.015682248,0.1251861,0.13265665,0.15212148,0.19346657,0.21345684,0.24765636,0.26517996,0.27890593,0.28843036,0.29122332,0.30701205,0.29820508,0.3010059,0.30356824,0.3140514,0.3169367,0.3064506,0.31381,0.33917472,0.3304833
38,0.0077055576,0.25441474,0.20335409,0.14663018,0.09507557,0.06915011,0.049098443,0.04003445,0.040185474,0.035922743,0.033166736,0.04580739,0.05861188,0.07264277,0.07477519,0.0647198,0.060068417,0.046286732,0.049041133,0.059876457,0.055088144
39,-0.019797115,-0.27734038,-0.31295615,-0.32342556,-0.3164237,-0.31994963,-0.32049242,-0.32224342,-0.31987476,-0.3110308,-0.3136479,-0.31383428,-0.32367536,-0.32901186,-0.32954115,-0.35064578,-0.3389245,-0.3537732,-0.36063662,-0.36891934,-0.3830766
40,0.0046693236,0.1480536,0.067908175,0.0038122314,-0.024692107,-0.050464552,-0.0629333,-0.07919431,-0.089286566,-0.08502967,-0.089479126,-0.08209139,-0.09707143,-0.10269442,-0.09963561,-0.10345122,-0.089721255,-0.108672924,-0.09316513,-0.08293316,-0.087675
41,0.017273476,0.3102334,0.29462045,0.27666104,0.26118118,0.26460648,0.25886065,0.2563799,0.25529313,0.2618608,0.2503069,0.2465033,0.254292,0.2593697,0.24931492,0.24655074,0.25315112,0.24743116,0.2677705,0.2703604,0.26647106
42,-0.014588642,-0.04521607,-0.065483406,-0.06563154,-0.057464704,-0.052393213,-0.055814367,-0.06456244,-0.06454783,-0.055037744,-0.047283463,-0.030767037,-0.025934175,-0.010579144,0.0046963077,-0.0010746823,0.014279292,0.010253885,0.020812545,0.011115122,0.002969869
43,0.021684239,0.3323266,0.29777986,0.26670712,0.2509434,0.2253587,0.20849808,0.1711661,0.13933262,0.12190324,0.09826813,0.08811156,0.069589175,0.052182805,0.06138146,0.053703174,0.06538701,0.053222936,0.074086495,0.057922095,0.05033425
44,-0.022837823,0.38027063,0.3861486,0.3970107,0.39778104,0.39214295,0.38371858,0.38715547,0.40169105,0.4016583,0.39618403,0.3877327,0.37876,0.3809989,0.37025642,0.36480582,0.35694042,0.34441772,0.3428934,0.3368365,0.3224328
45,0.007580507,-0.040813573,-0.02530216,-0.027866848,-0.03317538,-0.028643895,-0.01965812,-0.018642794,-0.008833094,-0.0017571112,-0.0029764862,0.0055714995,0.01892284,0.013889555,0.024874674,0.031282928,0.042986955,0.04612726,0.04413905,0.03527099,0.049935885
46,-0.014071784,-0.22835927,-0.25189298,-0.27394456,-0.30359286,-0.3252714,-0.3366541,-0.3486649,-0.3607173,-0.37713856,-0.40065834,-0.42091575,-0.43302974,-0.438784,-0.46511883,-0.47013465,-0.49413043,-0.50844806,-0.5116075,-0.52676404,-0.51306033
47,0.008773438,-0.33305714,-0.3520665,-0.35228285,-0.341806,-0.33329722,-0.31849128,-0.30527243,-0.29437888,-0.2847917,-0.28207216,-0.28166243,-0.2666963,-0.24603112,-0.23818234,-0.23263527,-0.23821169,-0.23896009,-0.23008905,-0.24130395,-0.24490017
48,0.030899873,0.2192713,0.28055075,0.32194617,0.35570505,0.38600332,0.4164688,0.4425205,0.46065643,0.47716117,0.47467443,0.4817432,0.50677484,0.5112238,0.51739514,0.5409314,0.5489822,0.5641143,0.5846683,0.5846836,0.5836203
49,0.00017106235,-0.05028309,-0.026771529,-0.012380621,-0.0149297835,-0.028276468,-0.036089152,-0.044196356,-0.04726672,-0.050530363,-0.07566756,-0.09341033,-0.101701334,-0.116090156,-0.13198213,-0.14507355,-0.16603586,-0.16998889,-0.15668441,-0.16919805,-0.1564632
50,-0.004225481,-0.31210664,-0.3719168,-0.40730646,-0.42971447,-0.4320398,-0.4189071,-0.41645718,-0.4208785,-0.41953993,-0.4226234,-0.4086521,-0.4032411,-0.3755748,-0.35116816,-0.33076668,-0.32432368,-0.31376985,-0.29299295,-0.29056427,-0.27844968
51,0.023255024,0.42907304,0.43643358,0.4296328,0.4004725,0.37059748,0.3606587,0.34025037,0.32643807,0.3232836,0.2990649,0.28516904,0.29018533,0.28439388,0.26962432,0.2645984,0.25677264,0.2576659,0.26406065,0.26612857,0.2664065
52,-0.0052397284,0.33988404,0.36770836,0.39670423,0.4146152,0.4268854,0.43581313,0.44191822,0.45412463,0.4665716,0.4675556,0.46517804,0.45557302,0.44495112,0.4406387,0.43536532,0.4202892,0.4130407,0.41818857,0.40450302,0.40726498
53,0.02733399,0.2211526,0.24133968,0.24874124,0.2557242,0.2792849,0.28982237,0.2881821,0.28863528,0.28327525,0.30051813,0.3063301,0.29515406,0.31538445,0.32073477,0.31884617,0.31186992,0.30717954,0.30993253,0.3064796,0.30325493
54,-0.025512457,-0.2066016,-0.20505275,-0.19648919,-0.19949374,-0.2466032,-0.31165758,-0.35506764,-0.3851472,-0.41316858,-0.44005778,-0.43584752,-0.4448699,-0.4568665,-0.4707288,-0.47808808,-0.48402694,-0.48741204,-0.4768235,-0.4737567,-0.49044326
55,0.027836923,-0.0609251,-0.041167673,-0.04395389,-0.061275188,-0.06283966,-0.08079989,-0.096275374,-0.11429414,-0.11866858,-0.13081713,-0.14420821,-0.17206864,-0.18492523,-0.19312423,-0.19263525,-0.18686838,-0.19647367,-0.19030526,-0.18473066,-0.19438812
56,-0.025978649,-0.1348289,-0.10894591,-0.08781304,-0.069690935,-0.060219053,-0.07761304,-0.09469461,-0.10065499,-0.12075438,-0.13093098,-0.1490142,-0.15321398,-0.1399592,-0.12874053,-0.13803205,-0.12948483,-0.15147991,-0.1344022,-0.12066507,-0.13495182
57,-0.028125329,-0.1312024,-0.0695322,-0.007274484,0.051237386,0.12186185,0.19110864,0.22676975,0.27300593,0.3185008,0.362432,0.3898312,0.43285337,0.44797924,0.47871366,0.48472914,0.49638095,0.49779734,0.5076908,0.5305155,0.53082794
58,-0.026617099,-0.08659849,-0.030940907,-0.022120044,-0.026333842,-0.010872667,-0.0042310986,-0.009882709,-0.0005535034,0.019705778,0.007786586,-0.0044403183,-0.027874531,-0.05243886,-0.07444518,-0.0998326,-0.10272849,-0.12353962,-0.1286721,-0.14468119,-0.1528808
59,5.8487058e-05,-0.11144699,-0.124375895,-0.13990334,-0.16573371,-0.1987639,-0.23905307,-0.28802234,-0.31095743,-0.3111787,-0.32643917,-0.34216365,-0.34377852,-0.33644953,-0.3186421,-0.33787778,-0.33530396,-0.34140104,-0.3451145,-0.3358988,-0.33080882
60,-0.017716547,-0.08453914,-0.023694996,0.048457254,0.11377317,0.12964243,0.15322648,0.16895638,0.18058556,0.18929158,0.2044132,0.20216346,0.20598157,0.21578097,0.25185817,0.25636286,0.269692,0.27854565,0.2903197,0.30537295,0.32871854
61,-0.02642355,-0.08782386,-0.048549242,-0.030926269,0.059765376,0.10523481,0.12968586,0.13646616,0.14168042,0.123047754,0.11088905,0.10448828,0.09479134,0.1041532,0.1361408,0.12950839,0.12692507,0.12344827,0.117239974,0.10749615,0.10868837
62,0.014777306,-0.07188464,-0.064878084,-0.060136106,-0.036008686,0.0031714214,0.050457783,0.07332466,0.079250045,0.10083431,0.10472652,0.10236164,0.10017934,0.09896318,0.114820614,0.10003187,0.08793943,0.09402766,0.07656394,0.07992269,0.10397079
63,0.0050613284,0.29229838,0.31629816,0.33113262,0.34769887,0.3582359,0.36854059,0.3721165,0.37807673,0.38257846,0.37555182,0.38436732,0.37749153,0.38816816,0.39227766,0.38507128,0.3787729,0.3729259,0.36754075,0.3471306,0.34021926
64,0.019065062,0.25959712,0.2448412,0.23616959,0.21908018,0.202792,0.18715297,0.18366341,0.18111537,0.1693658,0.14981756,0.14849062,0.13575104,0.12305637,0.13454896,0.106906585,0.109312125,0.109425776,0.096075326,0.08370836,0.075428866
65,0.016782228,-0.25814897,-0.27219933,-0.2691997,-0.28117684,-0.28150746,-0.26519126,-0.25319287,-0.2319909,-0.2079858,-0.22147419,-0.2143458,-0.21360287,-0.21882255,-0.20791255,-0.21533024,-0.19743016,-0.18585241,-0.18288796,-0.18858917,-0.17808881
66,-0.005722192,0.2695221,0.30827042,0.31769937,0.31629136,0.32461897,0.3347004,0.33045286,0.34609795,0.35079917,0.3633017,0.3680665,0.36207488,0.37414306,0.36937356,0.3726439,0.3648543,0.376972,0.36944625,0.3681837,0.37115523
67,-0.018779872,0.12111505,0.05920342,0.042924277,0.016327748,0.010193924,0.011582146,-0.014489775,-0.032282416,-0.049671784,-0.07531398,-0.11175774,-0.13348182,-0.14001775,-0.14503689,-0.16095209,-0.16626367,-0.16825604,-0.18491581,-0.17079312,-0.17218082
68,-0.0067715617,-0.4446866,-0.49762335,-0.5105648,-0.5205274,-0.5133822,-0.49385467,-0.48470774,-0.4643476,-0.43408948,-0.43057027,-0.42409748,-0.42286888,-0.41085193,-0.4133287,-0.4052437,-0.39927146,-0.38678157,-0.37739205,-0.37000126,-0.35382932
69,0.023495277,0.34751797,0.36546215,0.35784203,0.3354513,0.3241005,0.31437892,0.3133301,0.3216372,0.3322598,0.3438541,0.34360126,0.3459868,0.34662083,0.34177268,0.32906207,0.31096596,0.318209,0.3098759,0.32176378,0.31656468
70,0.015217683,0.20289385,0.21711019,0.21849929,0.2165682,0.20503986,0.20606144,0.20443296,0.20179917,0.21584085,0.20617189,0.20443639,0.19365083,0.19700895,0.19595203,0.20800674,0.20784155,0.21858251,0.20992656,0.23971674,0.23629175
71,-0.020426756,-0.3164422,-0.32123125,-0.32039207,-0.3240439,-0.33153287,-0.3437203,-0.34162655,-0.35067505,-0.35813358,-0.37217075,-0.36537084,-0.37835237,-0.36039758,-0.36743978,-0.3605511,-0.35717303,-0.3343848,-0.3416732,-0.33453822,-0.33041692
72,0.00267092,-0.0031448435,-0.09112233,-0.10461325,-0.11758701,-0.13780592,-0.16076119,-0.1826805,-0.20115024,-0.20593634,-0.2106247,-0.21895123,-0.22571152,-0.22214933,-0.21234278,-0.21034943,-0.21268503,-0.20890728,-0.21064708,-0.20632194,-0.20096791
73,0.015216956,0.56484145,0.6298751,0.64730597,0.6470505,0.6367497,0.6156519,0.5979497,0.5952899,0.58611006,0.5871505,0.57984775,0.5578868,0.54068446,0.5289825,0.5258355,0.5115306,0.4922443,0.4942967,0.47649437,0.47179615
74,0.015804192,0.054683007,0.031955525,0.013243881,0.005338619,0.010883908,-0.0008988946,-0.0031152046,-0.0070199445,-0.026399085,-0.046885293,-0.07059593,-0.08780346,-0.10065935,-0.10899758,-0.1271957,-0.13198166,-0.1505222,-0.15651429,-0.15379149,-0.17103106
75,0.021698121,0.40536025,0.35182518,0.29824954,0.259568,0.23016942,0.21814993,0.20451415,0.18846114,0.16970257,0.15999138,0.1393697,0.13369907,0.10572231,0.09528405,0.086865075,0.07653607,0.06766105,0.048727803,0.030045828,0.039105874
76,0.00855422,0.37885264,0.41118228,0.41764432,0.41158757,0.40680432,0.4019179,0.40499467,0.39827937,0.38927737,0.3863543,0.38063043,0.3610005,0.3431628,0.33263874,0.31560293,0.29229185,0.28730914,0.27282315,0.25946468,0.24789807
77,0.0028748424,0.06968994,0.033557013,0.012882934,-0.00595528,-0.01672207,-0.03208598,-0.042523645,-0.046688884,-0.04965374,-0.038654752,-0.042446658,-0.051332608,-0.051665414,-0.06219867,-0.05783555,-0.06048065,-0.06505471,-0.05840873,-0.05804922,-0.06445693
78,-0.01924896,0.011817765,-0.07699094,-0.14984639,-0.20495252,-0.29191297,-0.3330716,-0.37787357,-0.41949362,-0.45796722,-0.47851187,-0.50894934,-0.53505296,-0.55740213,-0.5644564,-0.587485,-0.6133164,-0.6171742,-0.6377332,-0.64577585,-0.657137
79,0.016799703,0.12903547,0.109466724,0.07268685,0.037631396,0.0018657804,-0.024016086,-0.03618644,-0.051812362,-0.065690756,-0.07854182,-0.0868031,-0.086320005,-0.08563558,-0.09061471,-0.09285983,-0.092160374,-0.0957658,-0.09194625,-0.10631788,-0.113554396
80,-0.0028957762,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064,-0.010169064
81,-0.00022930429,-0.0070135044,-0.0070135044,-0.0070135044,-0.026552139,-0.026552139,-0.026552139,-0.026552139,-0.026552139,-0.026552139,-0.026552139,-0.026552139,-0.026552139,-0.026552139,-0.026552139,-0.026552139,-0.026552139,-0.026552139,-0.026552139,-0.026552139,-0.026552139
82,-0.0035037212,-0.009878337,-0.009878337,-0.009878337,-0.029163443,-0.029163443,-0.029163443,-0.029163443,-0.029163443,-0.029163443,-0.029163443,-0.029163443,-0.029163443,-0.029163443,-0.029163443,-0.029163443,-0.029163443,-0.029163443,-0.029163443,-0.029163443,-0.029163443
83,-0.001110182,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449,-0.008573449
84,-0.010290714,-0.01712264,-0.01712264,-0.01712264,-0.036670778,-0.036670778,-0.036670778,-0.036670778,-0.036670778,-0.036670778,-0.036670778,-0.036670778,-0.036670778,-0.036670778,-0.036670778,-0.036670778,-0.036670778,-0.036670778,-0.036670778,-0.036670778,-0.036670778
85,-0.007873054,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217,-0.013808217
86,0.010033969,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937,0.0024046937
87,0.00038492755,-0.0064625125,-0.0064625125,-0.0064625125,-0.026009766,-0.026009766,-0.026009766,-0.026009766,-0.026009766,-0.026009766,-0.026009766,-0.026009766,-0.026009766,-0.026009766,-0.026009766,-0.026009766,-0.026009766,-0.026009766,-0.026009766,-0.026009766,-0.026009766
88,0.0041947044,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428,-0.002245428
89,-0.008183738,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925,-0.0145805925
90,-0.0062693865,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584,0.0023430584
91,0.011229801,0.0037947276,0.0037947276,0.0037947276,0.005768835,0.005768835,0.005768835,0.005768835,0.005768835,0.005768835,0.005768835,0.005768835,0.005768835,0.005768835,0.005768835,0.005768835,0.005768835,0.005768835,0.005768835,0.005768835,0.005768835
92,-0.008752538,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999,-0.011305999
93,-0.00018505976,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114,0.0019600114
94,-0.0011524365,-0.009382704,-0.009382704,-0.009382704,-0.024938269,-0.024938269,-0.024938269,-0.024938269,-0.024938269,-0.024938269,-0.024938269,-0.024938269,-0.024938269,-0.024938269,-0.024938269,-0.024938269,-0.024938269,-0.024938269,-0.024938269,-0.024938269,-0.024938269
95,0.0035891838,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733,0.008858733
96,-0.006083298,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133,-0.015505133
