,alpha,beta,loss,x,y
0,-1.5,-1.5,0.1748412296772003,0.2044590413570404,0.19327589869499207
1,-1.5,-0.8999999999999999,0.08521644467115402,0.1010918915271759,0.09113598614931107
2,-1.5,-0.3,0.0033130127232754605,-0.002275286242365837,-0.011003844439983368
3,-1.5,0.3,0.08223518219888211,-0.10564213991165161,-0.11314378678798676
4,-1.5,0.8999999999999999,0.5902587766170502,-0.20900967717170715,-0.21528351306915283
5,-0.8999999999999999,-1.5,0.17729928374290466,0.22604258358478546,0.21810542047023773
6,-0.8999999999999999,-0.8999999999999999,0.13014820551872253,0.12267555296421051,0.11596545577049255
7,-0.8999999999999999,-0.3,0.0036650633966200984,0.01930828019976616,0.013825640082359314
8,-0.8999999999999999,0.3,0.03493590007745661,-0.08405923843383789,-0.08831419050693512
9,-0.8999999999999999,0.8999999999999999,0.3584890356063843,-0.18742568790912628,-0.1904536783695221
10,-0.3,-1.5,0.1799364214897156,0.2476261556148529,0.242934450507164
11,-0.3,-0.8999999999999999,0.16447987813949586,0.14425912499427795,0.14079512655735016
12,-0.3,-0.3,0.009787680333387106,0.04089178144931793,0.03865513950586319
13,-0.3,0.3,0.012055528921971563,-0.06247534230351448,-0.06348476558923721
14,-0.3,0.8999999999999999,0.20283786926269531,-0.1658424586057663,-0.16562514007091522
15,0.3,-1.5,0.18314122109413147,0.26920977234840393,0.2677638530731201
16,0.3,-0.8999999999999999,0.1827411528110504,0.1658424735069275,0.16562511026859283
17,0.3,-0.3,0.031944677766412494,0.062475331127643585,0.06348475813865662
18,0.3,0.3,0.004111026460777794,-0.04089178517460823,-0.03865513578057289
19,0.3,0.8999999999999999,0.10740066339373588,-0.14425909519195557,-0.14079511165618896
20,0.8999999999999999,-1.5,0.1867610447883606,0.2907942831516266,0.2925943434238434
21,0.8999999999999999,-0.8999999999999999,0.1898363106250763,0.18742571771144867,0.1904536485671997
22,0.8999999999999999,-0.3,0.07415538221597671,0.08405923843383789,0.08831417560577393
23,0.8999999999999999,0.3,0.0026722286009025994,-0.019308283925056458,-0.013825641945004463
24,0.8999999999999999,0.8999999999999999,0.0512162280479446,-0.1226755753159523,-0.11596547812223434
