,alpha,beta,loss
0,0,0,0.002017045418533962
1,0,1,0.0019859402749221773
2,0,2,0.0022067710443923715
3,1,0,0.0018154261330259032
4,1,1,0.001662847895451705
5,1,2,0.0017146808597288327
6,2,0,0.0018413273241370915
7,2,1,0.001564958131950698
8,2,2,0.0014626363256043987
