,epoch1
0,-3717697500.0
1,0.26895198
2,1.4369879
3,1.0715169
4,-0.039372142
5,1.5326289
6,-2.392274
7,0.8668088
8,-1.5421027
9,0.25508395
10,0.71507645
11,0.5798204
12,-0.93649113
13,-1.6539737
14,0.27917108
15,-0.06071112
16,1.6612583
17,-0.56482536
18,3.4177508
19,0.90491736
20,-0.030234624
21,-2.1636615
22,0.30716494
23,-0.6686907
24,-2.2805967
25,0.88637
26,1.2445227
27,1.0042613
28,-1.524328
29,-0.30975512
30,-0.3854955
31,-0.13700467
32,0.044028364
33,1.8174297
34,-0.4950698
35,1.02171
36,1.0838752
37,-0.23266047
38,-1.0336002
39,0.7783438
40,-1.0159189
41,-0.0815129
42,0.88722485
43,-2.3596945
44,-1.7631696
45,1.6568557
46,-1.0641992
47,0.75121456
48,-2.62238
49,1.3219485
50,0.5520596
51,0.124331646
52,-1.165662
53,0.67615837
54,-1.0813707
55,-0.89694613
56,0.9452569
57,-0.6921544
58,-0.93261135
59,0.24533397
60,0.5374967
61,-0.76001626
62,-0.20316717
63,0.5968157
64,1.1512334
65,-1.9394693
66,-0.13939425
67,-0.7862124
68,-1.4136852
69,-0.28942546
70,1.7623645
71,0.35703158
72,-1.1595709
73,-0.38030967
74,0.24187876
75,1.1486808
76,-0.4441704
77,-1.9167224
78,-1.9040352
79,-1.3683279
80,0.281384
81,0.7019194
82,1.3503745
83,-0.22389895
84,-0.75527024
85,1.4319527
86,-2.0062246
87,0.62772644
88,-0.14621422
89,-0.08313456
90,-0.30396456
91,-0.30227765
92,1.097059
93,1.3554978
94,0.16206758
95,-0.8214034
96,-0.85326535
97,1.1115203
98,0.11583093
99,-1.5874043
100,0.066079274
101,0.4416125
102,-0.2812632
103,-0.20096073
104,0.3924516
105,-0.6797314
106,1.0378973
107,-0.09841904
108,-0.2948909
109,-0.5934041
110,2.0769103
111,1.0811286
112,0.94043046
113,0.94584244
114,1.1053483
115,-0.8685207
116,-1.4529599
117,0.40284342
118,0.664031
119,-0.5561292
120,-0.72852236
121,-0.017320663
122,1.4017664
123,-0.67290914
124,0.24290305
125,-0.3097399
126,-1.3238387
127,0.75737846
128,2.0425682
129,0.8319774
130,-1.3016505
131,-0.0053017274
132,-0.3049274
133,-0.5383814
134,-0.6591396
135,-1.9081755
136,-0.8542743
137,0.003787298
138,1.0283201
139,-1.6440234
140,-0.037273567
141,-0.7577875
142,1.1815376
143,1.8926021
144,0.19605811
145,-0.69574887
146,1.0681549
147,1.5553358
148,-0.507225
149,-1.5914726
150,-0.31089818
151,1.1850569
152,0.36841273
153,1.1367537
154,-2.2694294
155,0.23279741
156,-0.7293126
157,-1.8115636
158,0.18243013
159,-1.1584625
160,0.9722036
161,0.009479124
162,-0.80502504
163,0.38587338
164,-0.84347814
165,0.8028848
166,0.47900912
167,0.6075321
168,0.7641692
169,-1.5923495
170,1.5325705
171,-0.31250748
172,-0.92768633
173,0.08396579
174,0.16795121
175,-1.0785432
176,1.1396884
177,1.0752571
178,-1.215041
179,-0.04498599
180,3.253903
181,0.08798635
182,-0.73328066
183,-0.22189365
184,-0.261839
185,0.23274514
186,-0.14759518
187,0.34131762
188,-0.7819837
189,-1.2274401
190,0.95322955
191,-1.8758423
192,-0.5670299
193,0.14368622
194,-2.6711292
195,-0.11724307
196,0.28893209
197,0.7738805
198,2.338454
199,-0.9940229
200,0.528737
201,0.22860476
202,1.5536927
203,1.2418764
204,-0.0005568309
205,1.0156425
206,-0.19519773
207,-1.5392063
208,-0.61915064
209,0.27610433
210,0.8711008
211,-0.39154145
212,0.8533974
213,-0.36346576
214,1.4115459
215,0.3475846
216,0.55389816
217,-0.69367117
218,-1.8887193
219,0.36526212
220,-0.22903901
221,-0.8185687
222,-0.12014219
223,-0.40876788
224,-1.482589
225,-1.1553502
226,-0.44980687
227,-1.0973582
228,-1.2775819
229,-1.2749094
230,1.1920834
231,-1.0401518
232,-0.62631583
233,-1.0791965
234,-0.1882125
235,-0.735174
236,-0.287609
237,0.6459142
238,0.18316084
239,-1.9846616
240,1.081681
241,1.7058964
242,0.99366003
243,-0.012567762
244,-0.5072364
245,0.17989294
246,0.48662952
247,-0.48520225
248,0.5840529
249,1.6484709
250,-0.31087244
251,-0.07393415
252,0.019330302
253,-1.8302896
254,-0.9310602
255,1.6667695
256,0.83519816
257,1.6156135
258,-1.9179403
259,2.8181543
260,0.59168607
261,-1.0253763
262,1.2453686
263,2.6247787
264,-0.64735353
265,-0.25605527
266,0.7235267
267,-0.13361415
268,1.6588225
269,0.49512532
270,-0.4299242
271,-0.6451338
272,0.09305638
273,-0.4741387
274,-0.27172846
275,-0.231385
276,-0.07497029
277,-0.12824188
278,0.53294295
279,0.06817771
280,-0.4204699
281,0.9467862
282,-1.4273932
283,-0.3950402
284,1.6725171
285,-1.4552853
286,0.34301135
287,-1.765997
288,0.98395056
289,-0.10593939
290,-0.6548889
291,-0.7042482
292,0.5678792
293,0.4311744
294,-1.6374463
295,1.2041178
296,-1.5801321
297,1.1448712
298,0.3633491
299,0.08994125
300,-1.0942018
301,-0.10361711
302,1.080798
303,0.083412334
304,0.9097148
305,1.1923692
306,-0.7998725
307,0.63750803
308,-1.1999732
309,-1.7109991
310,-0.7576712
311,1.5395173
312,-0.8378695
313,-0.48000598
314,1.987893
315,-0.28592715
316,0.033294834
317,0.033127822
318,-1.1164079
319,-0.4741565
320,-0.65972936
321,-0.1478648
322,1.8698211
323,0.6118759
324,1.2363383
325,-1.249727
326,1.7299349
327,-0.23029447
328,-1.2285236
329,-1.4374679
330,-0.24023697
331,-1.4961675
332,1.8164505
333,0.22254728
334,0.8863086
335,0.34176973
336,0.26292115
337,-1.6858219
338,-0.15758319
339,0.64662325
340,-1.8442631
341,-1.3612316
342,0.9318792
343,-1.1639669
344,-0.67734116
345,-0.22127588
346,0.7015273
347,0.70086807
348,-0.3255072
349,-0.69112706
350,-1.2728235
351,0.20880236
352,-0.26148725
353,-0.5983535
354,0.65315944
355,1.7688966
356,-0.6852113
357,1.520889
358,0.2450221
359,0.48525003
360,1.8611774
361,0.65736306
362,-0.49064037
363,-0.65765244
364,-1.1219467
365,1.0264363
366,-0.535326
367,-0.523471
368,0.89775217
369,-2.7255845
370,-0.23683807
371,-0.7904129
372,-0.8574411
373,1.0083015
374,-0.16317753
375,0.91185004
376,0.003929387
377,0.6748865
378,0.87759376
379,-1.8838634
380,-1.072868
381,-1.1989744
382,-1.940019
383,-0.801797
384,1.2161907
385,0.20243391
386,0.138853
387,-0.5840877
388,1.1924403
389,1.0182023
390,0.3192409
391,-0.40920198
392,0.52635455
393,0.75680584
394,1.5796975
395,-2.3414776
396,-0.9475741
397,1.1291908
398,0.3400757
399,-1.0737076
400,1.0985988
401,0.4262009
402,-0.5426642
403,-0.8438404
404,-0.18485898
405,2.2945092
406,2.5276566
407,-0.8623578
408,-0.015718782
409,-0.27205244
410,-1.3241396
411,0.59043187
412,0.88137984
413,0.6577743
414,-0.37042844
415,-0.23603788
416,-0.588116
417,1.0211624
418,1.6067388
419,-0.021799235
420,0.3804263
421,-0.5042395
422,0.5820065
423,0.37225094
424,-1.5479169
425,-0.79920185
426,0.033174153
427,-0.028957788
428,1.828372
429,0.6600573
430,0.033650104
431,0.81906354
432,1.3712708
433,1.1674883
434,0.99899
435,1.5935155
436,2.332132
437,-1.4970677
438,-0.32920206
439,0.42436308
440,0.449305
441,0.311923
442,-1.1836907
443,0.5704571
444,-0.47102898
445,0.9822469
446,1.3955777
447,-1.4599755
448,-0.08139273
449,-0.6389752
450,1.5914907
451,-1.0988295
452,-0.5861316
453,1.3260885
454,-0.5296718
455,-0.60404617
456,-0.66953367
457,0.5429847
458,1.0531602
459,-1.8920593
460,-0.36578637
461,0.027693104
