,epoch0_participant0,epoch1_participant0,epoch2_participant0,epoch3_participant0,epoch4_participant0,epoch5_participant0
23,-0.19536817,-0.49209008,-0.51123327,-0.5182461,-0.5190401,-0.4943377
24,0.11424661,0.29748598,0.3107313,0.30205256,0.30240285,0.28112534
25,0.17613366,0.2335729,0.22494072,0.2314815,0.23549455,0.25206992
26,-0.11835945,-0.3245633,-0.33264172,-0.32202855,-0.30441928,-0.30606222
27,-0.2246834,-0.10900896,-0.047828235,0.031606134,0.092597105,0.11414815
28,0.33119342,0.571437,0.53998893,0.48995414,0.44925803,0.43314046
29,0.05184686,0.50835234,0.5347991,0.5576075,0.5803563,0.58126414
30,0.22332755,0.27899218,0.27607432,0.2836412,0.26412153,0.22430022
31,0.1371156,0.09607223,0.025255937,-0.015456652,-0.035827275,-0.053016014
32,-0.26573378,-0.26546252,-0.2572613,-0.21937495,-0.1957616,-0.16927823
33,-0.25086075,-0.42492798,-0.46304408,-0.47470012,-0.497253,-0.50854814
34,0.101261765,-0.18614489,-0.25409946,-0.2763765,-0.28380606,-0.27616435
35,-0.3267593,-0.5230803,-0.5156266,-0.474623,-0.4515985,-0.42815503
36,-0.29220313,-0.39669397,-0.36723983,-0.37559932,-0.3728847,-0.3527721
37,-0.032654554,-0.13748674,-0.13281684,-0.14680243,-0.15001523,-0.13703898
38,0.2015157,0.06348232,0.063504174,0.070815094,0.053408306,0.04558911
39,-0.28174815,-0.34357652,-0.29067674,-0.26111805,-0.22243741,-0.19600084
40,-0.3000532,-0.4500903,-0.46884748,-0.44652992,-0.446986,-0.41799903
41,-0.20369153,-0.3931833,-0.4338478,-0.40031472,-0.3891042,-0.37371302
42,-0.042969495,-0.24111071,-0.20776086,-0.17874107,-0.13919207,-0.12521744
43,0.21071038,-0.074978754,-0.15374793,-0.1449801,-0.14520238,-0.117430836
44,0.0254215,-0.14691365,-0.16867071,-0.11804395,-0.09336901,-0.05241475
45,0.09098235,-0.16493125,-0.06556427,-0.05469975,-0.051837213,-0.019753108
46,-0.26506338,-0.46923977,-0.4374375,-0.4232644,-0.42142695,-0.396809
47,-0.038156778,-0.24235617,-0.19865878,-0.21240874,-0.22822377,-0.21901233
48,-0.1593173,-0.24791457,-0.1533887,-0.13399814,-0.14554328,-0.123335056
49,0.26344565,0.111979604,0.116532445,0.11237924,0.11332236,0.09354362
50,-0.23961267,-0.36945635,-0.3354736,-0.3241843,-0.3285276,-0.3591578
51,0.14418936,0.2620398,0.36711654,0.35974976,0.34998995,0.35528028
52,-0.08911018,0.008107402,0.063523546,0.05922678,0.07476446,0.08877045
53,0.11204967,0.33891696,0.45397434,0.4973845,0.4932441,0.5090757
54,-0.13327734,-0.1904879,-0.2546259,-0.31200072,-0.3270333,-0.34767392
55,0.30156,0.39502165,0.32113987,0.23890893,0.182264,0.14220954
56,0.15586141,0.3967775,0.4262737,0.4358296,0.4135116,0.39291757
57,0.0022933483,0.13001566,0.18393622,0.24613369,0.26614442,0.28216383
58,0.2519367,0.3645346,0.38350606,0.39091522,0.39221993,0.400266
59,-0.09026286,-0.016574578,0.028461043,0.049478028,0.046770263,0.07358917
60,0.23128304,0.10928703,0.11144719,0.12331284,0.1322764,0.1240073
61,-0.32333344,-0.5787905,-0.58226806,-0.5810843,-0.5885012,-0.56745666
62,-0.28509557,-0.47578877,-0.4402532,-0.3997913,-0.4068882,-0.3792208
63,-0.005731672,-0.029022591,-0.022117877,-0.030872883,-0.03815478,-0.042229258
64,-0.3012161,-0.6249227,-0.6808673,-0.70509666,-0.7130264,-0.71336806
65,-0.25843138,-0.59038395,-0.58401215,-0.57965773,-0.5611255,-0.5386323
66,0.1228565,0.470505,0.547038,0.5892312,0.60155964,0.62264687
67,-0.080788165,0.041861616,0.03468287,0.02988359,0.034682736,0.024339678
68,0.24410304,0.3107138,0.29731378,0.2836323,0.2866394,0.28951928
69,-0.037320703,0.042022377,0.033311762,0.038765155,0.04129549,0.06648564
70,0.2555907,0.39895496,0.394811,0.39382407,0.39830977,0.39560786
71,-0.20672922,0.0950354,0.12115638,0.12235978,0.11942066,0.1291904
72,0.093106896,0.12596883,0.08990731,0.052551523,0.018183166,-0.01389383
73,-0.20977077,0.048639815,0.04854357,0.02362165,-0.0018369649,-0.017571928
74,0.26244357,0.3846848,0.4053637,0.40233523,0.40224218,0.4063549
75,-0.26819557,-0.09342231,-0.0739843,-0.07973206,-0.06733206,-0.07009397
76,-0.015218854,-0.0055678575,-0.044056285,-0.08259969,-0.10282437,-0.16127156
77,0.04410073,0.069772914,-0.0009767055,-0.029372958,-0.063187495,-0.08379236
78,0.10188821,0.2788437,0.26200557,0.22140205,0.20649308,0.15749285
79,-0.19475083,-0.05641448,-0.064822614,-0.07322666,-0.085982375,-0.11072506
80,0.007758878,0.029867213,0.007876209,-0.017453156,-0.0043669078,-0.017016053
81,-0.029035188,-0.02245921,0.040684815,0.03621253,0.024044402,-0.03720889
82,-0.058451694,-0.07490632,-0.057914652,-0.024673669,-0.050706685,-0.11103719
83,-0.05028633,-0.07681552,-0.090786844,-0.09964339,-0.11738318,-0.1822582
84,-0.04945267,-0.11264844,-0.10486569,-0.08003942,-0.08168109,-0.12978736
85,0.02722267,-0.0679614,-0.111517,-0.08863238,-0.09204928,-0.10704148
86,0.11261047,0.1807947,0.20639102,0.24221985,0.25252813,0.24889225
87,0.046145566,0.096367694,0.12916642,0.16557421,0.18820946,0.19149189
88,-0.028877169,0.04363844,0.051861074,0.05061296,0.057445195,0.03935191
89,0.08603456,-0.11336142,-0.16213278,-0.19421273,-0.20243903,-0.22779354
90,0.110046856,-0.109424144,-0.2196214,-0.2669116,-0.24753372,-0.26437232
91,0.06708794,-0.078706,-0.123317346,-0.15762796,-0.18953651,-0.20615074
92,-0.012745321,-0.10287501,-0.13265832,-0.14717613,-0.13431099,-0.16097198
93,-0.054221697,-0.13132963,-0.20172001,-0.19234718,-0.1648894,-0.18323325
94,0.030904435,-0.01689897,-0.10326717,-0.17182288,-0.21265595,-0.23399878
95,0.06731046,0.009601304,0.054735072,0.06801184,0.10479385,0.10601543
96,-0.033807643,-0.15427588,-0.13029794,-0.13055307,-0.1041015,-0.14868174
97,0.06592547,0.007912218,0.006680485,0.006148222,-0.00088859844,0.0069457963
98,-0.10288724,-0.06606072,-0.07448254,-0.08320842,-0.08503184,-0.12379465
99,-0.03247784,-0.08699241,-0.0497076,-0.038214657,-0.023496559,-0.07360896
100,0.039948113,-0.07485596,-0.10856801,-0.056094628,-0.06155258,-0.07381402
101,-0.0075997785,0.008126735,0.015184937,0.02347302,0.019366724,-0.0075277174
102,0.055503853,0.012557464,0.027928414,0.05560815,0.073329985,0.03885582
103,-0.059014495,-0.111890964,-0.12606,-0.06882901,-0.03061399,-0.038593303
104,-0.049510352,-0.033717368,-0.0754541,-0.057358813,-0.054860327,-0.05854061
105,0.09021676,0.08593815,0.085332915,0.10505852,0.12020366,0.09530714
106,0.07600873,0.039517805,0.038346913,0.019079171,0.034608997,0.014629954
107,-0.041631572,-0.13609067,-0.17629084,-0.252491,-0.28694037,-0.3169564
108,-0.0137450695,-0.042879716,-0.02152535,-0.07195461,-0.11653656,-0.16132827
109,0.08392856,0.10383678,0.10206572,0.10302256,0.06994888,0.05116191
110,0.018571474,-0.014234355,-0.046605103,-0.03545887,-0.011484751,-0.049642704
111,0.07422765,0.13468672,0.106751576,0.14009942,0.122512475,0.10559342
112,-0.06388636,0.08279345,0.055487752,0.07811176,0.08707443,0.080833934
113,0.09467759,0.274892,0.30998433,0.31787908,0.32270274,0.2931761
114,0.10441405,0.3438386,0.3659828,0.38295838,0.38339734,0.37983134
115,0.11200846,0.40138623,0.4075408,0.39550647,0.3997512,0.3871042
116,0.067308374,0.05690695,0.025420574,0.02493729,-0.005469329,-0.008133389
117,-0.013798863,-0.001275884,-0.024065742,-0.033272333,-0.05608283,-0.05895907
118,0.10631486,0.09489645,0.089103684,0.06783783,0.03876212,0.019675601
119,-0.09885449,-0.13804062,-0.167381,-0.16371673,-0.17881316,-0.16113095
120,0.04626345,0.038481705,0.069700375,0.06941604,0.05883528,0.076622926
121,-0.047594585,-0.1339862,-0.10736439,-0.119473405,-0.13737014,-0.14725135
122,0.06356389,0.07335141,0.07262834,0.08472094,0.08415121,0.09403149
123,0.07191416,0.087623216,0.05791533,0.08132195,0.07166608,0.084194496
124,-0.015045218,0.0042405943,-0.0049984274,-0.008780181,-0.011587435,-0.022518234
125,0.00473091,0.026006155,-0.011282081,0.022545392,0.031220555,0.003259597
126,0.067178644,0.07554678,0.021124365,0.048325986,0.04363526,0.024275044
127,-0.00936801,0.018297,0.0015379331,0.020517545,0.038814973,0.021217424
128,-0.0096891,-0.036019582,-0.037261095,-0.033324856,-0.025468135,-0.02193059
129,-0.06558763,-0.0637514,-0.032136377,-0.020703763,-0.0026159738,0.013870577
130,0.023721792,0.007921159,0.03373125,0.039126635,0.035690647,0.044467356
131,0.10614773,0.028768029,-0.002763341,0.028008627,0.015754577,-0.006106553
132,-0.09485911,-0.17744382,-0.21993949,-0.25203773,-0.28052023,-0.34515488
133,-0.104321934,-0.16769825,-0.22290938,-0.28626832,-0.31033802,-0.35082227
134,0.10549136,0.03051864,0.047990084,0.023153229,0.027717864,0.019513262
135,0.08766935,0.043220356,0.11574794,0.1597666,0.17838916,0.16166551
136,0.07743808,0.124415204,0.13727921,0.18494244,0.18698478,0.18014404
137,0.04298631,0.035647556,-0.004017868,0.0074431784,-0.009817066,-0.059633184
138,-0.10496664,-0.059614297,-0.105912134,-0.059914447,-0.07841072,-0.08900821
139,0.0718035,0.20615569,0.1911155,0.19975354,0.19795156,0.17000763
140,-0.07424541,0.050027963,0.052907825,0.04151602,0.0067990986,-0.03721501
141,0.034486078,0.21516594,0.22732674,0.23709747,0.23841803,0.22783412
142,0.060931645,0.26074195,0.2691137,0.25875732,0.25084057,0.22852424
143,-0.0019498989,-0.0020332206,-0.058586873,-0.04973817,-0.045508265,-0.08234888
144,-0.07527672,-0.08536999,-0.10557723,-0.04760053,-0.043205835,-0.06011905
145,0.053015046,0.19256276,0.20570497,0.27035922,0.3241974,0.35285166
146,-0.0040277094,0.11173067,0.0752799,0.041099057,0.04940031,0.0077866116
147,0.04112006,0.20795429,0.25746372,0.25673833,0.263753,0.2188356
148,0.10969461,0.2929588,0.26138163,0.24081707,0.21605279,0.18966669
149,0.04253476,-0.04395178,-0.021802465,0.0015154469,-0.019708352,0.027047886
150,-0.02853974,-0.1756774,-0.1251291,-0.13148475,-0.11256063,-0.09797093
151,0.02522906,-0.11232678,-0.121822536,-0.14077555,-0.15172814,-0.1718487
152,0.013048895,0.073360436,0.03272917,-0.0056554293,0.00935058,0.0010147408
153,-0.03259001,-0.008788197,0.003191486,-0.021595322,-0.01604962,-0.016418777
154,-0.018294573,-0.034096878,-0.011156352,0.0009180928,0.026368355,0.04256555
155,-0.020701818,0.06485262,0.05702252,0.01552491,0.051559955,0.04922156
156,0.042658485,-0.03759072,-0.045649555,-0.07731219,-0.071333356,-0.059282713
157,-0.06224238,-0.033959787,-0.05691313,-0.032932445,-0.020537363,0.009455332
158,-0.10313941,-0.061974157,-0.054715015,-0.0910005,-0.055929027,-0.037034143
159,0.08872823,-0.12344074,-0.17819881,-0.21821563,-0.26843175,-0.2649328
160,-0.041374743,-0.028444009,-0.033938438,-0.02368395,-0.011674183,0.011823539
161,0.030877419,0.108891755,0.14887723,0.1284769,0.13891265,0.112955295
162,0.08081775,0.27362293,0.26966,0.26408067,0.26206172,0.2751571
163,-0.092088334,0.029700607,-0.012775968,-0.04611174,-0.038002215,-0.034333784
164,0.031783648,-0.008843768,0.0044719004,-0.02050076,0.0020673932,0.0120144505
165,0.059913643,0.25121495,0.2424713,0.23941852,0.2456633,0.25367197
166,0.099344365,0.1500103,0.1301127,0.10836,0.11865266,0.11082926
167,0.052323736,0.1596247,0.22718196,0.27303582,0.3165721,0.34952044
168,0.013264693,0.31584993,0.3169238,0.3173219,0.31993747,0.3249507
169,0.09511737,0.26732445,0.30214113,0.3231066,0.32853296,0.34576657
170,-0.11748468,-0.18096381,-0.22891591,-0.27404264,-0.24587016,-0.24301381
171,0.022819512,0.06503638,0.08671978,0.081936486,0.080363326,0.07660706
172,0.114586405,0.40150774,0.41636208,0.4364135,0.46538842,0.48415518
173,0.0073419586,-0.20977445,-0.19748572,-0.21962194,-0.1624842,-0.1312755
174,-0.009910777,0.08242182,0.05265645,0.014643289,-0.019560266,-0.023313774
175,0.027509935,0.3165485,0.31211895,0.32158777,0.31684884,0.32914442
176,0.116743214,-0.10658218,-0.17663832,-0.20120019,-0.1968009,-0.19397028
177,-0.020877458,0.18241012,0.15878174,0.15520509,0.14642237,0.15059063
178,-0.022585936,0.29649928,0.31060314,0.32925397,0.3367744,0.34692582
179,0.063226365,0.09620778,0.10979605,0.070962556,0.09341738,0.07613667
180,-0.07892917,-0.29740658,-0.24950278,-0.28351158,-0.28668615,-0.30584607
181,0.0420722,0.08601584,0.09599394,0.07198021,0.08276923,0.069420666
182,-0.059553947,-0.18436119,-0.13344282,-0.16824658,-0.14850873,-0.17380662
183,-0.09088558,-0.45665434,-0.4930579,-0.49244165,-0.47822762,-0.48652714
184,-0.023444638,0.030721407,-0.0031173492,0.0022157077,-0.013003428,-0.018203704
185,-0.0295026,-0.28539678,-0.27681816,-0.25288305,-0.22822838,-0.20988718
186,-0.01076474,-0.22551827,-0.278267,-0.2687611,-0.28527582,-0.24889466
187,-0.06340728,-0.14372069,-0.18520875,-0.2014325,-0.20960242,-0.190989
188,-0.01846344,0.053714693,0.04257597,0.057400648,0.048513416,0.03570634
189,0.07713785,0.103883326,0.071725465,0.06206293,0.04749203,0.014904619
190,0.106241845,0.06563054,0.058239028,0.07700162,0.06925571,0.06080685
191,0.020979293,0.11798692,0.110032745,0.12051008,0.117507026,0.106337085
192,-0.025969423,0.0054264218,-0.0028259994,0.002901901,0.0066290232,-0.015768118
193,-0.1093251,-0.30436054,-0.34239453,-0.3489008,-0.3599276,-0.38940778
194,0.10834774,0.18636356,0.19456488,0.19272454,0.2014635,0.19127318
195,0.08941648,-0.0052858503,-0.017178725,-0.034988277,-0.020077042,-0.03961614
196,-0.11374881,-0.39475447,-0.43776473,-0.4454002,-0.41781595,-0.4122537
197,-0.065363765,-0.025994057,-0.031298485,-0.0457237,-0.07577767,-0.095478415
198,0.054281868,0.057050586,0.020763064,0.0041133314,-0.019154234,-0.05327603
199,0.10473264,0.020252783,0.009966162,0.01124521,0.0066607622,-0.0014340484
200,-0.0538622,0.04296347,0.027657913,0.063313484,0.0415778,0.05678933
201,0.09637555,0.08858129,0.06170467,0.061456826,0.017134104,-0.011583023
202,-0.012115166,-0.19820535,-0.24500754,-0.23930962,-0.287758,-0.33430803
203,0.06533223,0.1583127,0.15486145,0.16481204,0.17087601,0.20381467
204,0.038097344,-0.11350902,-0.122174986,-0.12650417,-0.13493924,-0.1478784
205,-0.03851875,-0.17542596,-0.18139258,-0.16119283,-0.14327705,-0.12061412
206,-0.0017087609,-0.0019283933,0.025998784,-0.011198037,0.029836489,0.02622549
207,-0.0009412244,-0.213142,-0.18198286,-0.1927057,-0.18774974,-0.15885113
208,-0.014897957,0.12229068,0.13801546,0.14209181,0.16903263,0.1716996
209,0.0135796,-0.16757615,-0.12760657,-0.14994909,-0.14744698,-0.18156594
210,-0.055097803,-0.28301683,-0.30108818,-0.29856214,-0.2772068,-0.2678522
211,0.05502244,0.18260384,0.17778593,0.1980027,0.18317342,0.1690762
212,-0.09140685,-0.33332613,-0.36760467,-0.34963915,-0.3574407,-0.35976726
213,0.0664879,0.0053681647,-0.027791321,-0.025320737,-0.035702843,-0.012066774
214,-0.098998256,-0.09337793,-0.11100096,-0.1173427,-0.121254735,-0.13844508
215,0.022226043,-0.17914364,-0.17498627,-0.21724972,-0.1877826,-0.18413836
216,0.0480972,-0.19501638,-0.25005654,-0.3082363,-0.318178,-0.33425334
217,0.037484087,-0.050022982,-0.062263403,-0.043772597,-0.046891946,-0.026200123
218,-0.056742948,-0.2003724,-0.21157192,-0.17470849,-0.16018863,-0.15937166
219,0.04889659,-0.085340716,-0.118952736,-0.1077804,-0.14460176,-0.17073046
220,-0.113309875,-0.26280248,-0.28146827,-0.26354986,-0.2799742,-0.29853776
221,-0.113532215,-0.16704084,-0.160237,-0.109149925,-0.074588075,-0.018903447
222,0.07768061,-0.12344099,-0.16299756,-0.19141762,-0.2135785,-0.24025813
223,-0.017168634,0.06830794,0.068587296,0.09436744,0.10421194,0.115837626
224,-0.046068385,0.020606223,-0.042179964,-0.07055319,-0.08947218,-0.111013345
225,0.058206983,0.13860153,0.10121804,0.08225915,0.068467475,0.04830903
226,0.020040147,0.083552994,0.070248306,0.0848706,0.10727579,0.10670183
227,-0.06589594,0.0060951114,-0.026781743,-0.07042529,-0.10162032,-0.1429454
228,0.09457662,0.16307476,0.13477017,0.123071186,0.11034587,0.0712184
229,0.012855671,0.0615045,0.034184203,0.037402302,0.020230617,0.0080331145
230,-0.036137283,-0.17814615,-0.20357296,-0.23547344,-0.23989217,-0.2844829
231,-0.027848221,-0.20420381,-0.26123103,-0.31246242,-0.3583733,-0.40055326
232,0.0464304,-0.14568156,-0.18669418,-0.18206093,-0.15502614,-0.17876548
233,0.023328789,0.19991352,0.27671328,0.36211723,0.4006224,0.39852828
234,-0.018744528,0.17741093,0.2197196,0.24795118,0.2608983,0.27554426
235,-0.029900521,0.026609132,0.061978072,0.07404449,0.07395125,0.072947696
236,-0.005247563,-0.31065786,-0.37133363,-0.3516424,-0.35604352,-0.3964822
237,-0.096571006,-0.34017497,-0.39623654,-0.37014735,-0.35339114,-0.39050895
238,-0.020706266,-0.03492029,-0.00042573272,-0.0037975367,-0.0093286,-0.03339887
239,-0.11361832,-0.110516585,-0.09309273,-0.10678772,-0.094828434,-0.10433119
240,-0.087722875,0.025666952,0.035793547,0.029779693,0.048835907,-0.008618847
241,-0.022515044,0.10465484,0.11118842,0.1098674,0.11092954,0.114762165
242,-0.023491442,-0.13348736,-0.18794957,-0.2384526,-0.26236102,-0.26535717
243,0.04610636,0.062429864,0.0043115844,-0.02974773,-0.05042882,-0.08321409
244,0.0066883415,0.0924353,0.079112604,0.059519935,0.053876344,0.006978963
245,-0.11482857,-0.31856725,-0.38710552,-0.47115704,-0.49283785,-0.49931574
246,0.004955925,-0.18013185,-0.23679574,-0.2747202,-0.30134043,-0.358335
247,-0.097174294,-0.22640112,-0.29634336,-0.29954043,-0.31796944,-0.36229604
248,-0.038334846,-0.1389955,-0.19513589,-0.22892775,-0.20914344,-0.23879151
249,-0.04085765,-0.21236025,-0.2796224,-0.32088533,-0.3284081,-0.34453058
250,-0.10935938,-0.17163517,-0.19758812,-0.20426409,-0.20632283,-0.24757618
251,0.024584137,0.18761472,0.13916665,0.12868239,0.119205534,0.09418606
252,-0.04929705,0.17806694,0.1928885,0.20303622,0.21337697,0.210999
253,-0.015609041,0.22994508,0.27296492,0.29952586,0.33457565,0.36566144
254,0.055466615,0.085598566,0.093894385,0.096603185,0.07498507,0.014578081
255,0.07539906,0.20433617,0.2743118,0.31866738,0.3264335,0.30648905
256,0.06973053,0.1462252,0.1639345,0.18865354,0.18494815,0.18332505
257,0.018162869,-0.22732319,-0.24809712,-0.26985323,-0.27412188,-0.30929995
258,-0.0036791414,-0.2792224,-0.31292832,-0.3293584,-0.36788452,-0.43292078
259,0.034030966,-0.14006244,-0.080339015,-0.02993499,0.022924077,0.01277239
260,-0.041589104,0.081061065,0.07396786,0.09158572,0.11309325,0.12535104
261,0.0001949817,0.07701301,0.054268632,0.06094215,0.073337704,0.08718114
262,0.05102565,0.06486422,0.016669182,0.0050527374,-0.0018507023,-0.018755708
263,-0.003957972,0.20390293,0.1973225,0.22438565,0.23778546,0.24468352
264,-0.07985601,0.10023427,0.109443456,0.13408223,0.14789596,0.166268
265,-0.05960795,0.03698279,0.026520839,0.03648036,0.0337284,0.027361874
266,-0.09501728,-0.15382674,-0.1792998,-0.18053922,-0.17690457,-0.18469155
267,-0.05233492,-0.12980291,-0.15383746,-0.14585258,-0.13120629,-0.1301691
268,-0.101415485,-0.18829292,-0.23148495,-0.24031444,-0.25693536,-0.27977183
269,0.0978182,0.08282846,0.026376905,-0.0052416045,-0.025925681,-0.097548254
270,-0.06594302,-0.099008285,-0.16773775,-0.2058367,-0.23668037,-0.27570245
271,0.064454205,0.037962396,-0.040908635,-0.12652801,-0.1710236,-0.18829642
272,0.046432488,0.29158953,0.32033515,0.36732242,0.39065933,0.39525262
273,0.07191665,0.28514463,0.3260708,0.34859952,0.35579848,0.34027636
274,-0.051709183,0.07467951,0.08606484,0.1044592,0.110004514,0.097540714
275,-0.06259373,-0.05158709,-0.052950207,-0.027720753,0.0084203705,0.0048387186
276,-0.08940604,-0.0996899,-0.08831217,-0.07295485,-0.048489496,-0.051226657
277,-0.011340566,-0.049711347,-0.039346103,-0.029400714,-0.016224435,-0.03206525
278,0.03591781,0.13022022,0.11009264,0.10132318,0.08732834,0.06658305
279,-0.105273075,0.086794615,0.12665768,0.15747862,0.18748033,0.18737397
280,0.07873424,0.29265094,0.35161194,0.38454768,0.4081625,0.41728723
281,0.014051355,-0.07225398,-0.089704186,-0.11433732,-0.12491774,-0.1720039
282,-0.049302556,-0.040030863,-0.030563822,-0.032249674,-0.0355307,-0.06709696
283,-0.04528895,-0.09770194,-0.11870248,-0.12188669,-0.14568138,-0.1688849
284,0.03366766,-0.117718376,-0.10532848,-0.102792345,-0.095899254,-0.11032214
285,-0.019487604,-0.20471175,-0.20993981,-0.2173979,-0.2213971,-0.25089383
286,-0.020836964,-0.097754866,-0.048512723,-0.025700092,0.011399229,0.006661637
287,0.10080405,-0.17125832,-0.21479577,-0.18754698,-0.15755183,-0.19990934
288,-0.008995883,-0.18606652,-0.19280612,-0.14048123,-0.09774247,-0.06862338
289,-0.052865297,-0.28384686,-0.37613738,-0.42879176,-0.42841646,-0.41589412
290,0.034468733,0.3384,0.40761456,0.43745854,0.4554667,0.44704857
291,-0.09793729,0.14381045,0.16907498,0.17290765,0.17094818,0.15028203
292,-0.05203738,0.11462525,0.108189635,0.075797915,0.055543415,0.005274596
293,0.00049060583,0.22488724,0.24092771,0.25298375,0.28562754,0.2891658
294,0.112687014,0.27709982,0.30726218,0.30759746,0.31409395,0.29746798
295,0.036269106,0.19370657,0.24161245,0.2656877,0.28199366,0.2754976
296,-0.059489813,-0.16576466,-0.11268156,-0.086726755,-0.07611353,-0.06787055
297,0.08982431,0.16977082,0.1953574,0.21582441,0.23229125,0.24230877
298,0.036077805,0.12645862,0.110276036,0.122785114,0.1265501,0.12631647
299,0.021877654,-0.06616544,-0.038686562,-0.03301482,-0.038184907,-0.031142728
300,0.030721508,0.08198999,0.078995004,0.07950285,0.07566823,0.06711449
301,-0.059147637,-0.029116469,-0.0591115,-0.054289296,-0.04943766,-0.07507908
302,-0.07633776,-0.01407337,0.0045736805,0.016159564,0.027453957,0.043798435
303,0.11294011,0.17904627,0.12376213,0.07293102,0.046136495,0.010793468
304,-0.04575587,-0.014073325,-0.05975876,-0.11475833,-0.13563687,-0.1930285
305,0.070812635,0.22905707,0.25117087,0.2698693,0.27870217,0.29865918
306,-0.09576312,-0.085461475,-0.075769536,-0.033290338,-0.0051583224,0.0010417934
307,0.04849478,-0.18007743,-0.18611205,-0.20854264,-0.2621911,-0.3303209
308,-0.026791967,0.10731262,0.076299176,0.05841844,0.042503506,0.06381823
309,-0.1118195,-0.33322778,-0.43687123,-0.4723951,-0.5087631,-0.48863634
310,0.030695252,-0.1770911,-0.2163504,-0.28019458,-0.31409803,-0.3439035
311,-0.06935957,-0.04938755,-0.1275655,-0.19448489,-0.2112381,-0.2244629
312,-0.09535238,-0.36789703,-0.40705827,-0.45014626,-0.47263384,-0.5005935
313,-0.07820211,-0.1538444,-0.10095047,-0.11768317,-0.07688527,0.006108892
314,-0.05600666,0.141104,0.2243541,0.25946093,0.27476725,0.31028548
315,0.03569103,0.25035682,0.26751354,0.29481605,0.3193349,0.32477355
316,0.032355152,0.051171754,0.019149207,0.027183423,0.02852294,0.019257018
317,0.11224728,0.3667876,0.40067598,0.41537595,0.42787895,0.4469698
318,0.0710539,0.21134901,0.18448375,0.19416943,0.19804978,0.20999676
319,-0.07967423,-0.22414912,-0.30652887,-0.33866408,-0.33093166,-0.371139
320,-0.034968637,0.26535833,0.25173137,0.24512206,0.24773557,0.26474005
321,-0.052558944,0.014380626,-0.05488009,-0.08118372,-0.09292697,-0.1187432
322,0.08970506,-0.035985496,-0.07411356,-0.09367057,-0.07164345,-0.099510334
323,-0.07239313,-0.199032,-0.18813895,-0.1977868,-0.19127528,-0.17587847
324,-0.07690799,0.0073637576,-0.011724282,-0.018005054,-0.041370265,-0.06821458
325,-0.022356994,-0.02856681,-0.03637212,-0.016431903,-0.010255336,-0.03397473
326,-0.002320774,0.1266168,0.1348332,0.14787611,0.13350834,0.125666
327,-0.061503675,0.02868784,0.017272998,0.04603028,0.044797696,0.043069102
328,-0.072475374,-0.27609652,-0.35382733,-0.3691751,-0.3893255,-0.44745237
329,-0.016397007,0.1968485,0.16427761,0.14508152,0.16202417,0.15604381
330,-0.08159584,-0.100136586,-0.15518063,-0.13995953,-0.07640631,-0.035433784
331,-0.093498036,-0.22614828,-0.2936774,-0.27900058,-0.2018048,-0.19855249
332,-0.050884426,-0.05327038,-0.06239877,-0.08576988,-0.09835893,-0.13858551
333,-0.034395933,-0.05599808,-0.027020128,-0.048854932,-0.03726826,-0.059985425
334,0.018860973,0.09035097,0.10573594,0.10466623,0.12366789,0.12043179
335,0.042575054,-0.13251944,-0.111776605,-0.099486984,-0.08247284,-0.062732816
336,0.114498235,0.06632265,0.07936123,0.064355895,0.052530874,0.036610186
