,vec1,vec2
0,0.21976778,0.32239556
1,-0.008807063,0.18479733
2,0.29183134,0.18173158
3,-0.27079687,-0.0056371293
4,0.05418086,0.0010320346
5,0.094168305,-0.015022437
6,0.2844472,0.16016102
7,-0.23309621,0.16218011
8,0.18951187,0.30906028
9,0.28866142,-0.2610283
10,0.1509788,0.26598507
11,0.06445551,-0.3279754
12,0.3121291,-0.32178915
13,-0.0145692825,0.016153773
14,-0.0066800117,0.046958447
15,-0.16263747,0.2615769
16,0.1094517,-0.31064698
17,0.20929365,0.30205306
18,-0.13505606,-0.11142405
19,-0.24335496,0.3077521
20,0.21135053,-0.331001
21,-0.32143897,0.1263996
22,-0.27370763,0.23625883
23,0.15965018,0.0524263
24,0.137646,0.26665756
25,-0.30779323,0.20720479
26,-0.05751785,-0.025190234
27,-0.11413419,-0.021380544
28,0.29798007,0.040576577
29,-0.12081965,0.31100342
30,-0.14462762,0.19783625
31,-0.11511111,-0.1685112
32,0.11974307,-0.1502425
33,-0.011977553,-0.16584007
34,-0.069371626,-0.24562705
35,0.10300883,-0.11617776
36,0.06335529,-0.058350127
37,-0.08102187,0.09306141
38,0.04725647,-0.14067972
39,-0.075973555,-0.25694954
40,-0.1934433,0.059113383
41,0.27123997,-0.3007027
42,-0.31176695,-0.012328386
43,-0.20002513,0.21935067
44,-0.1364691,-0.14799917
45,0.14485924,-0.26090968
46,-0.30416036,0.17544866
47,-0.026964705,-0.12257119
48,0.16342556,0.081791446
49,-0.3030398,0.07356374
50,-0.096750855,0.27229434
51,0.19081287,-0.24543814
52,0.112477385,0.14378437
53,-0.15875904,-0.21959624
54,0.29535612,0.05319655
55,-0.104746744,-0.12241443
56,0.2980386,-0.17081332
57,-0.31535658,0.09220259
58,-0.3259682,0.27863538
59,0.26386505,0.24578223
60,-0.10730593,-0.26162386
61,0.023790877,-0.062604785
62,0.17223744,-0.32544264
63,0.03989899,0.0895164
64,0.2652098,0.17491731
65,-0.19279568,0.25102055
66,-0.25432324,0.14016168
67,-0.29887792,0.22823064
68,0.21085346,-0.23681037
69,-0.23987615,0.21175902
70,0.3224088,-0.11686774
71,0.046337962,0.2481091
72,-0.060609024,0.29785967
73,0.31708747,0.26912445
74,-0.20655648,-0.33314812
75,0.024050873,-0.053728342
76,0.33111274,0.15721676
77,-0.027767181,0.12680423
78,0.054213326,0.08016324
79,0.21120498,-0.27490208
80,-0.11723214,-0.015590414
81,-0.03422424,-0.036610384
82,0.029899312,0.026158527
83,-0.05700853,0.10832677
84,-0.08221293,-0.0941876
85,-0.028471967,-0.03934809
86,-0.11332072,0.099730596
87,0.094462074,0.015733756
88,-0.024547856,-0.041603856
89,0.08110393,0.09877194
90,0.047726728,-0.09495108
91,0.074180335,0.059998848
92,0.044429395,-0.078106806
93,0.11689774,-0.060242403
94,0.07196309,-0.066873
95,0.030121354,0.082602404
96,-0.056960385,-0.038720675
97,-0.0067229704,0.06636353
98,-0.10468252,-0.09831202
99,-0.035171896,0.019820243
100,0.012446161,-0.043332905
101,0.10440525,-0.012487212
102,0.087493554,0.006050686
103,0.032615185,0.0063321004
104,0.11667428,0.0055372813
105,-0.028364168,-0.0065324386
106,-0.014523172,-0.07686596
107,-0.07492074,-0.09549442
108,-0.051251397,0.10365128
109,-0.06263821,0.023803445
110,0.00203544,0.07375472
111,-0.110021666,0.10531251
112,-0.05749929,0.049424473
113,-0.084532104,0.08446541
114,-0.073789254,-0.034252714
115,-0.044070795,-0.020057334
116,0.10863426,0.08833661
117,-0.01304879,0.114777006
118,-0.03381231,0.07075224
119,0.02654535,-0.01605712
120,-0.0046248157,0.112679236
121,-0.07718025,0.027390169
122,0.11529155,0.10225515
123,-0.026215509,-0.007618886
124,-0.100795396,-0.014545046
125,-0.03187763,0.11351064
126,-0.09871132,-0.03516133
127,-0.11050603,0.018067554
128,-0.074680336,-0.013286274
129,-0.11327903,0.009250587
130,0.047829535,0.05563824
131,0.104622625,-0.07552319
132,0.094089836,-0.09371919
133,0.039025847,0.0294151
134,0.07005777,-0.114049524
135,-0.011128917,-0.063008726
136,-0.08151043,0.097663574
137,0.030168476,-0.07185678
138,-0.05757428,0.11101574
139,-0.03080197,-0.026261153
140,-0.038812343,-0.105223544
141,-0.014755837,0.04744958
142,0.081590004,-0.031488486
143,0.0101265535,0.072760366
144,-0.06647072,-0.05756019
145,-0.05931156,0.030129181
146,-0.093486644,0.07890881
147,0.043380514,0.069406465
148,-0.0126303425,-0.041312087
149,-0.10030575,-0.088510886
150,0.027898123,-0.110875405
151,-0.086533956,-0.018386016
152,0.09721589,0.0016882904
