,vec1,vec2
0,-0.14211962,-0.082699694
1,-0.55288166,-0.12523213
2,-0.12308248,-0.007715005
3,-0.40501642,-0.29128703
4,-0.03393424,-0.38268453
5,0.23115928,0.14316003
6,0.10918133,0.20739911
7,-0.38984114,-0.31061536
8,-0.49293402,-0.13334112
9,0.027083144,-0.2560452
10,-0.20835878,0.029374588
11,-0.14901018,-0.4946967
12,-0.45795462,-0.3922569
13,-0.22399385,-0.5620839
14,-0.36655244,-0.34379783
15,-0.062170673,-0.26056468
16,-0.19148012,-0.28668523
17,-0.48529387,0.09099591
18,-0.3861007,-0.19425954
19,-0.6066923,-0.52896225
20,0.33830264,0.5398228
21,0.47518307,0.48600775
22,-0.34351185,-0.36013728
23,0.09482886,-0.034675386
24,-0.40389752,-0.38650143
25,-0.099684834,-0.37282795
26,-0.44943327,-0.20087683
27,-0.4384696,-0.3344383
28,0.2224769,-0.05671769
29,-0.42941862,-0.20494285
30,-0.33133686,-0.46483704
31,-0.13466375,-0.3858878
32,-0.42700067,-0.63086224
33,0.38535202,0.50044113
34,0.19951092,0.50003725
35,0.38041183,0.20222166
36,-0.35828364,-0.28028914
37,0.3487539,-0.14927581
38,0.3673427,0.9640578
39,-0.8306546,-0.44852474
40,0.4888742,0.10544151
41,0.32432276,-0.011764853
42,-0.7279129,-0.732676
43,-0.28270504,0.0007695759
44,0.111002125,0.2595776
45,0.27561876,0.3298367
46,-0.30338198,0.13384502
47,0.510284,0.43674505
48,-0.5591495,-0.32044694
49,-0.7791144,-0.8206609
50,-0.6065051,-0.6813526
51,0.3421996,-0.13129786
52,-0.081276946,0.07551416
53,-0.61931473,-0.4345714
54,-0.057675876,-0.10897369
55,0.661548,0.3463103
56,-0.03893024,-0.17813662
57,-0.3700981,-0.6428429
58,-0.3401891,-0.048897944
59,-0.32786924,-0.20461412
60,-0.15905884,-0.3902232
61,-0.8568094,-0.76998436
62,-0.24639234,0.0040132487
63,-0.2607962,-0.255342
64,-0.24067697,-0.24779457
65,-0.23073195,-0.53971106
66,0.27952102,0.32572502
67,0.064275846,-0.10740031
68,-0.3395907,-0.49609303
69,0.6778501,0.6042096
70,0.37865716,0.0788413
71,-0.4766111,-0.9137861
72,0.07375409,-0.011419656
73,0.054975722,-0.060355097
74,-0.015185217,0.050656013
75,0.053854004,-0.046125177
76,0.035949275,-0.041452747
77,0.06169972,0.032095958
78,0.05866652,-0.085814156
79,0.03015236,-0.0496358
80,-0.1350337,-0.16193232
81,-0.025914615,-0.22838031
82,-0.27081504,-0.26459274
83,-0.021909134,0.0077354237
84,0.122537255,-0.040877193
85,-0.15196308,-0.1651013
86,0.22560881,0.16811025
87,0.298959,0.35055536
88,-0.12426563,0.016809711
89,-0.030658163,-0.12548059
90,-0.0879889,-0.070512004
91,0.0043136864,-0.0040090224
92,0.031246278,-0.008533515
93,-0.10329535,-0.08241303
94,-0.1980529,-0.13839255
95,0.35422,0.31585956
96,0.31462193,0.33901832
97,-0.031724192,0.10110499
98,-0.26673695,-0.23223215
99,-0.15559322,-0.23909765
100,-0.08715633,-0.19228211
101,-0.06281883,0.033977058
102,0.03140568,0.00986283
103,-0.108190134,-0.16826284
104,0.36394596,0.3707689
105,0.3075646,0.23964827
106,0.010688859,0.20144604
107,-0.22978632,-0.29158685
108,-0.22424446,-0.35779914
109,-0.10109518,-0.0077886055
110,-0.08442397,-0.24786772
111,-0.42431766,-0.2807402
112,-0.257722,-0.15042888
113,0.22587389,0.37150288
114,0.20269512,0.28405437
115,0.04224874,-0.017093047
116,-0.20095828,-0.07475744
117,-0.20480427,-0.24417986
118,-0.04308547,-0.13171966
119,0.20304933,0.13460007
120,0.07632167,0.07026608
121,0.026141463,0.117406026
122,-0.066411965,0.098241076
123,0.19494551,0.16276638
124,0.21752687,0.28946897
125,-0.13963196,-0.25671282
126,-0.42158866,-0.41918078
127,-0.34981546,-0.31235296
128,-0.11311337,-0.25435278
129,-0.0648884,-0.042452645
130,-0.4570107,-0.37123778
131,0.21869121,0.2999418
132,0.23886436,0.30549493
133,0.07315825,0.06311676
134,-0.40671736,-0.35281223
135,-0.4170717,-0.22402276
136,-0.1163327,-0.16687271
137,0.056083526,0.045917895
138,-0.0030681584,-0.019703984
139,-0.29120702,-0.2468372
140,0.120314166,0.1752527
141,0.16079706,0.13807815
142,0.033883587,0.095186606
143,-0.09547509,-0.23555285
144,-0.009711146,0.007985733
145,-0.22954732,-0.2491495
146,-0.15947206,-0.057116803
147,-0.3662539,-0.35826665
148,-0.27372038,-0.44145152
149,0.17266509,0.18549466
150,-0.005358975,-0.0565402
151,-0.17483595,-0.017443916
152,0.046227872,0.0035001854
153,-0.13384892,-0.21554591
154,-0.15051736,-0.078720756
155,0.041285455,0.1448537
156,0.05153124,0.020785745
157,-0.20115703,-0.09897574
158,0.21516667,0.19965574
159,-0.0014927433,-0.118050486
160,-0.08164549,-0.17482032
161,0.017253943,-0.1052728
162,0.0071194703,0.021395162
163,-0.111611456,0.005514038
164,0.007872262,0.02174222
165,-0.083076544,0.06395887
166,-0.03838515,0.02234322
167,-0.0589437,-0.15186591
168,0.15316969,0.12827443
169,-0.16045347,-0.11978822
170,0.06015073,0.033007976
171,-0.28551158,-0.31430653
172,0.0447315,-0.005922213
173,0.113246955,0.1790705
174,-0.12498988,-0.19066286
175,-0.24345791,-0.21972944
176,0.21691003,0.20473272
177,-0.14257704,0.019351618
178,-0.15047222,-0.064747
179,-0.15782401,-0.1501287
180,-0.19759156,-0.1731949
181,-0.005597712,0.09103001
182,0.16790828,0.2832783
183,0.043071885,0.022431022
184,-0.0329272,-0.17186049
185,0.18714142,0.17207208
186,0.15835863,0.17026898
187,-0.23898725,-0.13996944
188,0.17876765,0.3112085
189,-0.19574317,-0.22835518
190,-0.34767082,-0.42373857
191,0.25995287,0.2889438
192,0.14172296,0.058593687
193,-0.16820824,-0.089126475
194,0.46984184,0.44709572
195,0.19991542,0.07735523
196,0.0018899702,-0.065932676
197,0.004119454,0.015849076
198,-0.16901405,0.037428323
199,0.07617979,0.023439422
200,0.039616853,0.24428895
201,0.119911455,0.06727617
202,-0.018020067,-0.12113561
203,0.11784521,0.2533676
204,0.29206493,0.1376471
205,-0.02772524,-0.038633674
206,0.12656483,0.010432347
207,0.18129338,0.03410422
208,-0.17400287,-0.14864773
209,0.13942577,0.097825475
210,0.14107206,0.080753565
211,-0.11586929,-0.113564536
212,0.16873172,0.17209055
213,0.23107988,0.037911672
214,0.0917492,0.17811131
215,-0.10209313,-0.08726386
216,-0.30836678,-0.3200355
217,8.277333e-05,0.081663616
218,0.06207017,0.22838943
219,-0.039523523,-0.1525316
220,-0.3516174,-0.25746495
221,0.016357679,0.14396793
222,0.026672522,0.139461
223,-0.21512693,-0.2175851
224,0.2634255,0.2569099
225,-0.002445639,0.00026832643
226,-0.071525864,-0.10242286
227,0.22982185,0.07325442
228,-0.07467145,-0.0957487
229,-0.1839473,-0.31201866
230,0.1289508,0.08935732
231,-0.20593145,-0.25177616
232,0.04723508,-0.013268212
233,0.32373074,0.39265445
234,-0.0025948703,-0.009440517
235,-0.2447066,-0.034548648
236,0.26012602,0.17623946
237,-0.24482118,-0.322262
238,-0.08267842,-0.10417022
239,-0.19668442,-0.16193023
240,-0.22539896,-0.17200068
241,-0.14505228,-0.21025066
242,0.14427422,0.24383344
243,-0.028078748,0.07575247
244,-0.0009186147,0.0724234
245,0.18035379,0.19388391
246,-0.108102866,-0.06828319
247,-0.19436298,-0.043759357
248,0.0322713,0.05934503
249,-0.14678596,-0.122567385
250,-0.011043567,-0.077171065
251,0.08673584,0.24810497
252,0.31828016,0.31489584
253,0.1347915,0.06915597
254,0.12358182,0.26497176
255,0.14979303,0.26735067
256,0.041982047,0.1442866
257,0.24685849,0.19913909
258,0.16517603,0.17057815
259,-0.095775865,-0.07296998
260,-0.004458288,-0.11398063
261,0.14376315,0.09696419
262,-0.16294973,-0.055706266
263,0.28093123,0.40804446
264,0.044729535,0.030046696
265,-0.095738344,-0.041700304
266,0.14665486,0.12838602
267,-0.0105619775,-0.1395588
268,-0.21823293,-0.19474563
269,0.2618499,0.29478347
270,-0.11742772,-0.15712026
271,-0.20026451,-0.14070676
272,0.26930875,0.27667353
273,-0.10608551,0.0071143243
274,-0.09904347,0.07730836
275,-0.10570168,-0.13082562
276,-0.12771529,-0.14301664
277,0.08085608,-0.040000472
278,0.19990164,0.34768623
279,-0.2087452,-0.14412172
280,0.011876344,-0.13169414
281,0.13490546,0.20367077
282,-0.0967717,-0.035143733
283,0.05824424,-0.077424906
284,-0.033765525,0.000877189
285,-0.011524067,-0.06901595
286,0.085089296,-0.02786779
287,0.13039105,0.0815877
288,-0.11688946,-0.15130195
289,-0.08573268,0.040149428
290,-0.17748903,-0.100892566
